printer_id,cartridges
400000026731,"400000021697,400000023563,200000002469,400000026133,400000015225"
400000028657,"400000020487,400000018143,400000018145,400000019312,400000030585"
400000033455,
400000028997,"400000027203,400000027202,400000029970"
400000027761,400000011093
400000029487,"400000029494,400000029495,400000029493,400000029492"
400000029504,400000030575
400000026875,"400000030452,400000013496,400000030453"
400000026565,400000030261
400000026835,"400000030444,400000030445,400000015226"
400000033421,
400000026270,"400000030522,400000026272"
400000028351,"400000030371,400000020142,400000028349"
400000026539,"400000018130,400000015428,400000030331"
400000026584,"400000030211,400000026587"
400000028762,"400000020487,400000018143,400000030587,400000018145,400000019312"
400000029517,"400000029518,400000030605,400000029521,400000029519,400000029520"
400000027763,"400000027164,400000027163,400000030572,400000027162,400000027165"
400000030983,"400000032839,400000032842,400000031875,400000031668,400000031581,400000031876,400000031873,400000030963,400000032841,400000030964,400000032840,400000030961,400000031669,400000031874,400000030962,400000031582"
400000026966,"400000030471,400000030470,400000030468,400000030469,400000015224"
400000026622,"400000015579,400000026129,400000030271,400000030403,400000030274,400000014786,400000026499,400000014981"
400000026462,"400000005168,400000011519,200000000402,400000013234,400000011518,400000013499,400000012388"
400000033164,"400000032115,400000031101,400000032112,400000031099,400000032114,400000032113,400000031102,400000031100"
400000026673,"400000026132,400000012655,200000001110"
400000029548,"400000029547,400000029546,400000029545,400000029544,400000030561"
400000028721,"400000028708,400000028717,400000030567,400000028719,400000028718"
400000031013,"400000033051,400000032909"
400000027802,"400000020487,400000018143,400000018145,400000032753,400000032754,400000030570,400000032755,400000019312,400000032752"
400000029763,"400000023506,400000030269,400000030323,400000029773"
400000033206,
400000030104,400000030105
400000028998,"400000027203,400000027202,400000029970"
400000033207,
400000026934,"400000026924,400000030462"
400000030982,"400000032839,400000032842,400000031875,400000031668,400000031581,400000031876,400000031873,400000030963,400000032841,400000030964,400000032840,400000030961,400000031669,400000031874,400000030962,400000031582"
400000028854,"400000028878,400000030481"
400000033474,
400000028976,"400000027203,400000027202,400000030159,400000029970"
400000026155,"400000022274,400000004752,200000005507"
400000026585,"400000030211,400000026587"
400000026786,"400000030527,400000026784"
400000033278,
400000027218,"400000027219,400000030497"
400000026390,"400000005340,200000001172,200000000410,400000006296,400000018339"
400000033211,
400000028759,"400000020487,400000018143,400000018145,400000030580,400000019312"
400000026347,"400000030489,400000026346"
400000032671,
400000026938,400000026941
400000026624,"400000015579,400000026129,400000014786,400000026499,400000014981,400000030514"
400000026381,"400000030490,400000026378"
400000029771,"400000023506,400000030269,400000030323,400000029773"
400000026394,"400000005340,200000001172,200000000410,400000006296,400000018339"
400000026758,"400000012991,400000007100,400000023775"
400000028952,"400000028961,400000030198"
400000028817,"400000030391,400000028818"
400000032466,"400000031828,400000031827,400000031829,400000031826"
400000029748,"400000029750,400000029749"
400000033663,
400000026533,"400000030336,400000015428,400000030337,400000026532,400000018130"
400000027290,"400000030508,400000029061,400000030278,400000017385,400000019681,400000030505,400000030507,400000019642"
400000027214,"400000027203,400000027202,400000030159,400000029970"
400000033295,
400000026881,"400000029754,400000026880"
400000029759,"400000029761,400000030480,400000029760"
400000028173,"400000030326,400000025991"
400000033257,"400000033047,400000033046,400000033048,400000033045"
400000026878,"400000030452,400000013496,400000030453"
400000027810,"400000020487,400000018143,400000030587,400000018145,400000019312"
400000029807,400000030592
400000026328,"400000009942,400000020385,200000001990,400000002721,400000029971,400000008839"
400000026672,"400000026132,400000012655,200000001110"
400000026370,"400000030494,400000026372"
400000026415,"400000026405,400000030509"
400000032665,
400000026588,"400000026590,400000030381"
400000033487,
400000028723,"400000020487,400000018143,400000018145,400000032753,400000032754,400000030570,400000032755,400000018144,400000032752"
400000033766,"400000033711,400000033710,400000033712,400000033709"
400000033124,"400000031938,400000032575,400000031939,400000031936,400000031937,400000032555"
400000030619,"400000006701,400000006702"
400000033504,
400000032364,
400000029806,400000030592
400000027261,"400000018136,400000023774,400000016460"
400000032474,"400000031828,400000031827,400000031829,400000031826"
400000029762,"400000023506,400000030269,400000030323,400000029773"
400000029541,"400000021218,400000022457,400000022456,400000024440,400000029787"
400000032375,"400000032292,400000032294,400000032293,400000031351,400000032291,400000031353,400000031354,400000031352"
400000028367,"400000030513,400000005168,400000011519,400000013234,400000011518,400000013499,400000012388"
400000028847,"400000026132,400000030436,400000012655"
400000027687,"400000009740,400000009741,400000009743,400000009742"
400000028670,"400000028673,400000028674,400000028672,400000028671,400000030577"
400000026620,"400000015579,400000026129,400000030274,400000026130,400000030350,400000013848"
400000027906,"400000015968,400000016596,400000030566,400000016081,400000016957,400000016080"
400000030108,400000030106
400000033475,
400000033259,"400000033047,400000033046,400000033048,400000033045"
400000033767,"400000033711,400000033710,400000033712,400000033709"
400000026665,"400000030475,400000026663"
400000027285,"400000030508,400000029061,400000019681,400000030507,400000019642"
400000032638,"400000031938,400000032575,400000031939,400000031936,400000031937,400000032555"
400000032658,
400000028370,"400000030513,400000005168,400000011519,400000013234,400000011518,400000013499,400000012388"
400000027243,"400000016140,400000030429"
400000026202,"400000030413,400000018135"
400000026240,"400000026136,400000025325,400000030410"
400000026680,"400000023563,400000030438"
400000026360,"400000026364,400000030491"
400000030097,400000030101
400000033484,
400000026237,"400000026135,400000030408,400000024266"
400000028744,"400000016596,400000025605,400000016081,400000025606,400000016957,400000025607,400000016080,400000030569,400000025604"
400000026780,"400000030447,400000026779"
400000026615,
400000033167,"400000032115,400000031101,400000032112,400000031099,400000032114,400000032113,400000031102,400000031100"
400000033754,400000033642
400000026592,"400000020052,400000030380"
400000026442,"400000030383,400000026544"
400000026198,"400000004750,400000030420,400000022931"
400000026528,"200000000728,400000018130"
400000028644,"400000015968,400000016596,400000025605,400000016081,400000025606,400000016957,400000025607,400000016080,400000030569,400000025604"
400000028510,"400000030270,400000026727,200000001808,400000012250"
400000026447,"400000012992,400000014970,400000011524,400000030366,400000013500,400000030367"
400000026282,"400000030521,400000026280"
400000033586,
400000032421,400000024192
400000032411,
400000026945,"400000026926,400000030461"
400000028951,"400000028961,400000030198"
400000027803,"400000020487,400000018143,400000018145,400000030580,400000019312"
400000026976,"400000030302,400000026977"
400000033253,"400000033047,400000033046,400000033048,400000033045"
400000032670,
400000027180,"400000030590,400000027175,400000027174,400000027176,400000027172"
400000028509,"400000026727,200000001808,400000012250"
400000026903,"400000030456,400000020350,400000030457"
400000033149,"400000033051,400000032909"
400000032419,400000024192
400000029764,"400000023506,400000030269,400000030323,400000029773"
400000026718,"400000023563,400000026133,400000015225,400000030438"
400000033750,400000033642
400000028714,"400000028709,400000028711,400000028708,400000030567,400000028710"
400000033528,
400000026461,"400000005168,400000011519,200000000402,400000013234,400000011518,400000013499,400000012388"
400000026164,"400000004751,400000030422,400000011818"
400000033782,"400000033696,400000033695,400000033693,400000033694"
400000033617,400000033513
400000033416,
400000026594,"400000015579,400000026129,400000004003,400000030274,400000030363,400000006930"
400000033752,400000033642
400000027278,"400000030502,400000029061,400000030278,400000030500,400000019642,400000030306"
400000028920,"400000029972,400000028905"
400000026602,"400000015579,400000023401,400000026129,400000030272,400000030518,400000030274,400000026130,400000030363,400000013848"
400000029740,400000029744
400000029539,"400000021218,400000022457,400000022456,400000024440,400000029787"
400000026575,"200000003714,400000030379"
400000029510,400000030430
400000032646,
400000026367,"200000005717,400000030490,400000016149"
400000026888,"400000026889,400000029758"
400000033762,"400000033689,400000033690,400000033692,400000033691"
400000032305,"400000032839,400000032842,400000031875,400000031668,400000031581,400000031876,400000031873,400000030963,400000032841,400000030964,400000032840,400000030961,400000031669,400000031874,400000030962,400000031582"
400000028071,"400000024237,400000030303"
400000029062,400000030587
400000033168,"400000030968,400000030969,400000030967,400000030966"
400000033214,
400000026912,"400000029756,400000026910,400000029757"
400000028999,"400000027203,400000027202,400000029970"
400000026561,"400000030487,400000026562"
400000033820,
400000027277,"400000017384,400000018695,400000030307"
400000028936,"400000029972,400000028905"
400000027913,"400000015968,400000016596,400000030566,400000016081,400000016957,400000016080"
400000026958,"400000030456,400000020350,400000030457"
400000028758,"400000020487,400000018143,400000018145,400000030570,400000018144"
400000029507,400000030462
400000026886,"400000030433,400000026941"
400000028943,"400000028961,400000030198"
400000027760,"400000011095,400000011094,400000011096,400000011093"
400000028832,"400000028819,400000030404"
400000029810,400000030601
400000028676,"400000028678,400000028677,400000028671,400000030577,400000028679"
400000028675,"400000028673,400000028674,400000028672,400000028671,400000030577"
400000026529,"200000000728,400000018130,400000017383,400000015428"
400000026234,"400000024268,400000030427"
400000026940,"400000026925,400000030463"
400000026788,"400000004252,400000023831,400000005382"
400000033588,
400000026446,"400000012992,400000014970,400000011524,400000013500,400000030365"
400000033208,
400000029785,400000029787
400000027253,"400000026650,400000030432"
400000026876,"400000030452,400000013496,400000030453"
400000032467,"400000031828,400000031827,400000031829,400000031826"
400000028462,"400000028381,400000030201"
400000030114,"400000030111,400000030116"
400000028949,"400000019642,400000029061"
400000026508,"400000027303,400000030516"
400000028873,"400000030465,400000026134,400000022914"
400000026294,"400000026292,400000030277"
400000033746,400000033642
400000026452,"400000026217,400000030393"
400000027793,"400000020487,400000018143,400000018145,400000032753,400000032754,400000030570,400000032755,400000019312,400000032752"
400000032422,"400000032292,400000032294,400000032293,400000031351,400000032291,400000031353,400000031354,400000031352"
400000026568,"400000030387,400000030388,400000014452,400000016954"
400000029741,400000029744
400000027294,"400000030508,400000029061,400000017385,400000019681,400000030505,400000030507,400000019642"
400000032407,
400000033430,
400000028749,"400000028745,400000030571,400000028746,400000028748,400000028747"
400000033544,
400000032475,"400000031828,400000031827,400000031829,400000031826"
400000026404,"400000026405,400000030509"
400000033618,400000033513
400000026628,"400000015579,400000026129,400000014786,400000026499,400000014981,400000030514"
400000026445,"400000030270,400000026727,200000001808,400000012250"
400000028806,"400000028813,400000030324"
400000026920,"400000030484,400000026919"
400000030107,400000030106
400000028410,"400000028381,400000030201"
400000026736,"400000030439,400000026734"
400000026893,"400000030483,400000026894"
400000032663,
400000026761,"400000013239,400000003401"
400000033498,
400000033252,"400000033047,400000033046,400000033048,400000033045"
400000024285,"400000024360,400000030411,400000024269"
400000031069,"400000024046,400000024041,400000024047"
400000033331,400000031360
400000026534,"400000030336,400000015428,400000030337,400000026532,400000018130"
400000032628,
400000024051,"400000024360,400000024088,400000030412,400000024269"
400000032668,
400000032355,"400000032833,400000024198,400000032831,400000032832"
400000028663,"400000015968,400000030586,400000016596,400000016081,400000016957,400000016080"
400000026263,"400000021985,400000013493,400000021984"
400000028461,"400000028381,400000030201"
400000033496,
400000026535,"400000002772,400000018130,400000003099,400000015428"
400000026748,"400000012991,400000007100,400000023775"
400000033757,400000033642
400000026757,"400000012991,400000007100,400000023775"
400000027230,"400000030431,400000027209,400000033759"
400000025770,"400000024360,400000030411,400000024269"
400000030112,"400000030111,400000030116"
400000031008,
400000028994,"400000027203,400000027202,400000029970"
400000028967,"400000028961,400000030198"
400000028464,"400000028465,400000030510"
400000030999,"400000030922,400000031065,400000030924,400000030978,400000030923"
400000029503,200000000396
400000033133,"400000031938,400000032575,400000031939,400000031936,400000031937,400000032555"
400000033411,
400000026339,"400000030492,400000026336"
400000033783,"400000033696,400000033695,400000033693,400000033694"
400000027799,"400000020487,400000018143,400000018145,400000032753,400000032754,400000030570,400000032755,400000019312,400000032752"
400000033212,
400000026194,400000005606
400000030681,
400000026205,"400000020244,400000013261,400000021431"
400000026545,"400000026548,400000030349"
400000026802,"400000014788,400000030275,400000030446"
400000032394,
400000028962,"400000028961,400000030198"
400000026460,"400000026456,400000030358"
400000033431,
400000028778,400000011093
400000032381,
400000028741,"400000016596,400000025605,400000016081,400000025606,400000016957,400000025607,400000016080,400000030569,400000025604"
400000032405,"400000032967,400000030959,400000031926,400000031927,400000030960,400000032968,400000031599,400000031600,400000031597,400000031924,400000030958,400000032970,400000030957,400000031925,400000031598,400000032969"
400000033389,
400000033442,
400000032382,"400000032292,400000032294,400000032293,400000031351,400000032291,400000031353,400000031354,400000031352"
400000026972,"400000026970,400000030525,400000030524,400000026971"
400000033248,
400000028941,"400000029972,400000030498,400000030499,400000028905"
400000028804,"400000028813,400000030324"
400000031006,
400000028352,"400000030371,400000028349"
400000028382,"400000028381,400000030201"
400000033490,
400000026450,"400000026217,400000030393"
400000033250,
400000028837,"400000030396,400000028823,400000030062,400000024342,400000030397"
400000033176,
400000030719,"400000033179,400000033177,400000032909,400000033178,400000033051"
400000026589,"400000020052,400000030380"
400000033132,"400000031938,400000032575,400000031939,400000031936,400000031937,400000032555"
400000029484,"400000018811,400000018810,400000012767,400000029489"
400000032392,"400000031399,400000024050,400000024114,400000024115,400000031458,400000033198,400000024116,400000031401,400000033199,400000033201,400000033200,400000031400"
400000033417,
400000028364,"400000030513,400000005168,400000011519,400000013234,400000011518,400000013499,400000012388"
400000028959,"400000028961,400000030198"
400000027812,"400000020487,400000018143,400000030603,400000018145,400000019312"
400000033270,
400000029056,400000030599
400000026682,"400000021697,400000030438,400000023563,400000026133,400000015225"
400000029720,400000029728
400000026571,"400000030221,400000026572"
400000032460,
400000027240,"400000030431,400000027209"
400000026268,"400000030419,400000026266"
400000028875,"400000024055,400000030473,400000030472,400000026728"
400000026332,"400000009942,400000020385,200000001990,400000002721,400000029971,400000008839"
400000032643,"400000031938,400000032575,400000031939,400000031936,400000031937,400000032555"
400000028799,"400000028813,400000030324"
400000033265,
400000033537,
400000028760,"400000020487,400000018143,400000030587,400000018145,400000019312"
400000032402,"400000030955,400000032352,400000031444,400000031439,400000032977,400000031570,400000032347,400000032974,400000031440,400000031572,400000031443,400000032350,400000032351,400000032349,400000030956,400000031935,400000032348,400000032346,400000032976,400000032345,400000031571,400000031569,400000032975,400000030953,400000031441,400000031437,400000030954,400000031438,400000031442"
400000033448,
400000026778,"400000030447,400000026779"
400000033748,400000033642
400000031014,400000031359
400000026510,"400000027303,400000030516"
400000028025,"400000030594,400000023859,400000023862,400000023861,400000023860"
400000033267,
400000033670,
400000028866,"400000014788,400000030446"
400000030721,
400000033409,
400000026605,"400000015579,400000026129,400000030518,400000026130,400000013848"
400000033422,
400000026275,"400000024360,400000024088,400000030411,400000024269"
400000026564,"400000030210,400000026563"
400000028809,"400000028813,400000030324"
400000026350,"400000030489,400000026346"
400000029475,400000030562
400000026626,"400000015579,400000026129,400000014786,400000026499,400000014981,400000030514"
400000029036,400000030553
400000028725,"400000020487,400000018143,400000018145,400000032753,400000032754,400000030570,400000032755,400000018144,400000032752"
400000029788,400000029789
400000028511,"400000030270,400000026727,200000001808,400000012250"
400000033423,
400000032654,
400000026543,"400000030370,400000020348,400000030369,400000021556"
400000026570,"400000030221,400000026572"
400000016771,"400000015124,400000023293,400000018132,400000026131,400000030390,400000015223,400000015580"
400000028919,"400000029972,400000028905"
400000026933,"400000030433,400000026941"
400000032370,
400000026860,"400000030444,400000030445,400000015226"
400000028716,"400000028708,400000028717,400000030567,400000028719,400000028718"
400000032664,
400000026892,"400000026890,400000030458"
400000031004,"400000030922,400000031065,400000030924,400000030978,400000030923"
400000026207,"400000030407,400000019126"
400000029996,200000001638
400000033530,
400000032374,"400000032292,400000032294,400000032293,400000031351,400000032291,400000031353,400000031354,400000031352"
400000026224,"400000019121,400000019122,400000016955,400000030520"
400000028742,"400000016596,400000025605,400000016081,400000025606,400000016957,400000025607,400000016080,400000030569,400000025604"
400000028898,"400000029972,400000030498,400000030499,400000028905"
400000026154,"400000022274,400000004752,200000005507"
400000027206,"400000027203,400000027202,400000030159,400000029970"
400000028889,"400000019120,400000020133,400000030363,400000030394,400000021216"
400000028880,400000030511
400000026379,"400000030490,400000026378"
400000026197,"400000004750,400000030420,400000022931"
400000026348,"400000030489,400000026346"
400000033812,"400000032446,400000032445,400000032444,400000032443"
400000028843,"400000028819,400000030404"
400000032441,
400000032678,
400000032631,
400000026558,"400000023823,400000022449,400000030385,400000030386"
400000028348,"400000030371,400000020142,400000028349"
400000027811,"400000020487,400000018143,400000030587,400000018145,400000019312"
400000031315,400000024842
400000027279,"400000030508,400000029061,400000030278,400000017385,400000019681,400000030505,400000030507,400000019642"
400000033210,
400000028980,"400000027203,400000027202,400000030159,400000029970"
400000028642,"400000030515,400000015221,400000023293,400000026131,400000015223"
400000028899,"400000029972,400000030499,400000028905"
400000026277,"400000024360,400000024088,400000030412,400000024269"
400000026466,"400000005168,400000011519,200000000402,400000013234,400000011518,400000013499,400000012388"
400000027040,"400000030368,400000027039"
400000026244,"400000026136,400000025325,400000030410"
400000026939,"400000030434,400000026941"
400000027798,"400000020487,400000018143,400000018145,400000032753,400000032754,400000030570,400000032755,400000019312,400000032752"
400000033791,
400000026656,"400000026658,400000030474"
400000026759,"400000012991,400000007100,400000023775"
400000032433,
400000026883,"400000020349,400000030454,400000030455"
400000029465,"400000029466,400000030203"
400000026550,"400000023293,400000026131,400000030354,400000015223,400000030202"
400000026762,"400000013239,400000003401"
400000028810,"400000028813,400000030324"
400000032454,"400000029630,400000031863,400000032152,400000031860,400000031861,400000031862,400000032153"
400000027291,"400000030508,400000029061,400000017385,400000019681,400000030505,400000030507,400000019642"
400000032645,"400000031938,400000032575,400000031939,400000031936,400000031937,400000032555"
400000033129,"400000031938,400000032575,400000031939,400000031936,400000031937,400000032555"
400000028938,"400000029972,400000028905"
400000033751,400000033642
400000027217,"400000027203,400000027202,400000030159,400000029970"
400000033403,
400000030998,"400000032967,400000030959,400000031926,400000031927,400000030960,400000032968,400000031599,400000031600,400000031597,400000031924,400000030958,400000032970,400000030957,400000031925,400000031598,400000032969"
400000026264,"400000019127,400000030418"
400000026670,"400000026132,400000012655,200000001109"
400000026838,"400000030444,400000030445,400000015226"
400000033405,
400000027250,"400000026650,400000030432"
400000031011,
400000033514,"400000032171,400000031502"
400000033425,
400000026254,"400000030416,400000030489,400000026253"
400000026836,"400000030444,400000030445,400000015226"
400000032354,"400000032833,400000024198,400000032831,400000032832"
400000033155,
400000033209,
400000027911,"400000015968,400000030586,400000016596,400000016081,400000016957,400000016080"
400000026661,"400000030435,400000026132,400000012655"
400000028960,"400000028961,400000030198"
400000032359,"400000030955,400000032352,400000031444,400000031439,400000032977,400000031570,400000032347,400000032974,400000031440,400000031572,400000031443,400000032350,400000032351,400000032349,400000030956,400000031935,400000032348,400000032346,400000032976,400000032345,400000031571,400000031569,400000032975,400000030953,400000031441,400000031437,400000030954,400000031438,400000031442"
400000033503,
400000031001,"400000030922,400000031065,400000030924,400000030978,400000030923"
400000026593,"400000020052,400000030380"
400000026225,"400000019121,400000019122,400000016955,400000030520"
400000028397,"400000028381,400000030201"
400000033393,
400000032383,
400000033256,"400000033047,400000033046,400000033048,400000033045"
400000028756,"400000020487,400000018143,400000018145,400000032753,400000032754,400000030570,400000032755,400000018144,400000019312,400000032752"
400000031003,"400000030922,400000031065,400000030924,400000030978,400000030923"
400000033329,
400000027276,"400000017384,400000018695,400000030307"
400000028904,"400000029972,400000030498,400000030499,400000028905"
400000026666,"400000026664,200000000420"
400000026536,"400000002772,400000018130,400000003099,400000015428"
400000032418,400000024192
400000033452,
400000028801,"400000028813,400000030324"
400000033587,
400000032406,"400000032967,400000030959,400000031926,400000031927,400000030960,400000032968,400000031599,400000031600,400000031597,400000031924,400000030958,400000032970,400000030957,400000031925,400000031598,400000032969"
400000032442,
400000029027,"400000029029,400000029028,400000030581,400000029031,400000029030"
400000026621,"400000015579,400000026129,400000030271,400000030403,400000030274,400000014786,400000026499,400000014981"
400000032675,"400000031938,400000032575,400000031939,400000031936,400000031937,400000032555"
400000033656,
400000026221,"400000030405,400000016878,400000024184,400000033800"
400000027270,"400000017384,400000018695,400000030307"
400000026796,"400000026793,400000030531"
400000029481,"400000033786,400000017405,400000017404,400000033785,400000033787,400000017407,400000017406,400000033784"
400000033480,
400000028582,"400000030513,400000012388,400000013499,400000013234"
400000028948,"400000019642,400000019681"
400000029795,400000029796
400000033296,
400000033456,
400000033413,
400000032391,
400000026667,"400000026664,400000012655,200000000420"
400000028879,400000030511
400000026218,"400000019401,400000016872,400000024183,400000019125"
400000031010,"400000033051,400000032909"
400000028249,"400000030326,400000025991"
400000028906,"400000029972,400000030498,400000030499,400000028905"
400000026887,"400000030482,400000026889"
400000029479,"400000013521,400000020132"
400000031075,
400000028908,"400000029972,400000028905"
400000033275,
400000029477,400000030562
400000030110,400000030106
400000026172,"400000030423,400000026173"
400000027271,"400000017384,400000018695,400000030307"
400000026913,"400000020351,400000030460"
400000033471,
400000029467,"400000014789,200000000415"
400000026388,"400000030490,400000026378"
400000028023,"400000030594,400000023859,400000023862,400000023861,400000023860"
400000033415,
400000026980,"400000013521,400000020132"
400000026546,"400000030361,400000020348,400000030359,400000021556,400000030360"
400000026504,"400000000841,400000013499"
400000032452,
400000026174,"400000026188,400000030426"
400000033148,"400000033051,400000032909"
400000032376,"400000032292,400000032294,400000032293,400000031351,400000032291,400000031353,400000031354,400000031352"
400000026954,"400000014788,400000030275,400000030446"
400000031002,"400000030922,400000031065,400000030924,400000030978,400000030923"
400000033165,"400000032115,400000031101,400000032112,400000032114,400000032113,400000031102,400000031100"
400000027178,"400000030590,400000027175,400000027174,400000027176,400000027172"
400000026869,"400000030451,400000014980,400000030450"
400000029032,"400000029023,400000030602,400000029021,400000029020,400000029022"
400000026279,"400000024088,400000030412"
400000033264,
400000028135,"400000024237,400000030506,400000030303"
400000026891,"400000026890,400000030458"
400000033174,
400000026781,"400000030447,400000026779"
400000033163,"400000032115,400000031101,400000032112,400000031099,400000032114,400000032113,400000031102,400000031100"
400000033272,
400000026376,"400000006722,400000019407"
400000033429,
400000026193,"400000030282,400000026195"
400000032372,
400000033439,
400000032644,"400000031938,400000032575,400000031939,400000031936,400000031937,400000032555"
400000030616,"400000006701,400000006702"
400000028969,"400000024237,400000030506"
400000026679,"400000023563,400000026133,400000015225,400000030438"
400000031044,
400000033153,
400000032366,"400000032353,400000029625"
400000032630,
400000026223,"400000019121,400000019122,400000016955,400000030520"
400000026943,"400000026926,400000030461"
400000028013,"400000020697,400000020698,400000030596,400000020699,400000021219"
400000026206,"400000004771,400000020918,400000018134"
400000027201,"400000030590,400000027175,400000027174,400000027176,400000027172"
400000026678,"400000015225,400000030438,200000003316,400000026133"
400000028937,"400000029972,400000028905"
400000028408,"400000028381,400000030201"
400000028900,"400000029972,400000028905"
400000028798,"400000015579,400000026129,400000014786,400000026499,400000014981,400000030514"
400000026526,"400000027304,400000030205"
400000026463,"400000005168,400000011519,200000000402,400000013234,400000011518,400000013499,400000012388"
400000029508,400000030486
400000030980,"400000020695,400000024916"
400000027179,"400000030590,400000027175,400000027174,400000027176,400000027172"
400000027244,"400000016140,400000030429"
400000026965,"400000030471,400000030470,400000030468,400000030469,400000015224"
400000033419,
400000033440,
400000028934,"400000029972,400000028905"
400000033761,"400000033689,400000033690,400000033692,400000033691"
400000027912,"400000015968,400000016596,400000030566,400000016081,400000016957,400000016080"
400000026531,"200000000728,400000018130,400000017383,400000015428"
400000033251,"400000033047,400000033046,400000033048,400000033045"
400000026751,"400000012991,400000007100,400000023775"
400000026449,"400000026217,400000030393"
400000028886,"400000015221,400000023293,400000026131,400000015223,400000030202"
400000028808,"400000015579,400000026129,400000014786,400000026499,400000030353,400000014981,400000030352"
400000029723,400000029728
400000028029,"400000028026,400000028028,400000028027,400000006998,400000027311"
400000033469,
400000028956,"400000028961,400000030198"
400000033407,
400000010716,"400000027302,400000030219"
400000033542,
400000028795,"400000015579,400000026129,400000030274,400000030350,400000013848"
400000033424,
400000032666,
400000029766,"400000023506,400000030269,400000030323,400000029773"
400000029497,"400000030431,400000027209,400000033759"
400000032384,
400000028133,"400000024237,400000030303"
400000030694,"400000031399,400000024050,400000024114,400000024115,400000031458,400000033198,400000024116,400000031401,400000033199,400000033201,400000033200,400000031400"
400000026582,"400000030211,400000026587"
400000027223,"400000030431,400000027209"
400000033428,
400000033497,
400000028643,"400000015968,400000016596,400000025605,400000016081,400000025606,400000016957,400000025607,400000016080,400000030569,400000025604"
400000029050,"400000030387,400000030388,400000014452,400000016954"
400000026212,"400000020131,400000030409"
400000029800,400000030601
400000033127,
400000027195,"400000030590,400000027175,400000027174,400000027176,400000027172"
400000028895,"400000015579,400000026129,400000014786,400000014981,400000030514"
400000033432,
400000026653,"400000014789,200000000415"
400000033394,
400000028963,"400000028961,400000030198"
400000026245,"400000026248,400000026246,400000030414"
400000028868,"400000014788,400000030446"
400000027275,"400000017384,400000018695,400000030307"
400000007116,"400000015223,400000026131,400000007076,400000023293"
400000026502,"400000030513,400000013499"
400000026639,"400000019120,400000021216,400000020133,400000030324"
400000028240,"400000030326,400000025991"
400000026465,"400000005168,400000011519,200000000402,400000013234,400000011518,400000013499,400000012388"
400000027107,"400000015223,400000030202,400000026131,400000023293"
400000026745,"400000014790,400000030440"
400000029042,"400000030387,400000030388,400000014452,400000016954"
400000030996,"400000032967,400000030959,400000030958,400000031925,400000031363,400000031926,400000031362,400000031361,400000031600,400000030960,400000032969,400000031927,400000031599,400000032970,400000031110,400000031598,400000032968,400000031597,400000031924,400000030957"
400000032469,"400000031828,400000031827,400000031829,400000031826"
400000026236,"400000030408,400000024267"
400000026196,"400000004750,400000030420,400000022931"
400000026922,"400000026923,400000029761,400000030480,400000029760"
400000028350,"400000030371,400000020142,400000028349"
400000028835,"400000028842,400000030204"
400000031020,"400000033178,400000033051,400000032909,400000033177"
400000029502,400000030512
400000027274,"400000017384,400000018695,400000030307"
400000026474,"400000005168,400000011519,200000000402,400000013234,400000011518,400000013499,400000012388"
400000028033,"400000027327,400000030428"
400000033468,
400000026511,"400000024112,400000030218"
400000028516,"400000015221,400000023293,400000026131,400000015223,400000030202"
400000033817,
400000032677,
400000026175,"400000026188,400000030426"
400000028881,"400000015579,400000003115,400000026129,400000030274"
400000033470,
400000028070,"400000024237,400000030303"
400000026159,"400000020053,400000004753,400000030421"
400000026393,"400000005340,200000001172,200000000410,400000006296,400000018339"
400000033607,
400000032415,400000031551
400000027060,"400000015579,400000026129,400000030271,400000030403,400000030274,400000026499,400000014981"
400000033451,
400000030984,400000005764
400000027222,"400000030431,400000027209"
400000031067,
400000028768,"400000028646,400000028649,400000028648,400000028647,400000030582"
400000026199,"400000004750,400000030420,400000022931"
400000028729,"400000020487,400000018143,400000018145,400000032753,400000032754,400000030570,400000032755,400000018144,400000032752"
400000027100,"400000014981,400000014786,400000030514"
400000030113,"400000030111,400000030116"
400000033395,
400000027933,"400000030579,400000015968,400000016596,400000016081,400000016957,400000016080"
400000030118,400000030117
400000028981,"400000027203,400000027202,400000030159,400000029970"
400000032369,
400000028926,"400000029972,400000028905"
400000026983,"400000020245,400000005778"
400000026798,"400000026800,400000030543"
400000033166,
400000028947,"400000030504,400000030305,400000030500,400000030503,400000020352"
400000033387,
400000031021,
400000028935,"400000029972,400000030498,400000030499,400000028905"
400000028545,"400000030513,400000012388,400000013499,400000013234"
400000026215,"400000019401,400000016872,400000024183,400000019125"
400000029995,200000001638
400000026507,"400000027303,400000030516"
400000026444,"400000030270,400000026727,200000001808,400000012250"
400000026643,"400000030372,400000026642,400000030373"
400000026537,"400000002772,400000018130,400000003099,400000015428"
400000028585,"400000030513,400000012388,400000013499,400000013234"
400000026171,"400000030423,400000026173"
400000028826,"400000030273,400000026498,400000027258,400000030392"
400000033398,
400000026219,"400000019401,400000016872,400000024183,400000019125"
400000026879,"400000029754,400000026880"
400000029799,400000030601
400000026258,"400000030417,400000026259"
400000033254,"400000033047,400000033046,400000033048,400000033045"
400000026873,"400000030464,400000025992"
400000026787,"400000030544,400000023174"
400000026470,"400000005168,400000011519,200000000402,400000013234,400000011518,400000013499,400000012388"
400000029482,"400000018811,400000018810,400000012767,400000029489"
400000026827,"400000015225,400000030452,400000030453"
400000033388,
400000032425,"400000032833,400000024198,400000032831,400000032832"
