printer_id,parts
400000026477,"400000016407,400000009229,400000030633,400000002831,400000015958"
400000028918,400000023607
400000028861,"400000021245,400000027147"
400000032456,"400000031922,400000030894,400000030898,400000030897,400000032554,400000031427,400000032571,400000032111,400000031104,400000021871"
400000026645,"400000029975,400000033101"
400000026597,"400000017602,400000030017,400000030632,400000012999,400000030165,400000030021,400000030314,400000009850"
400000028459,400000002831
400000026189,
400000028803,"400000017602,400000030314,400000030017,400000009850"
400000033459,
400000033516,
400000029751,400000030638
400000033158,"400000031987,400000031671,400000031583,400000032578,400000031849,400000033545,400000032565,400000032561,400000032517,400000031984,400000032581,400000031459,400000032579,400000032563,400000032566,400000033575,400000031954,400000031584,400000031953,400000033573,400000032564,400000031847,400000032556,400000032516,400000032580,400000031846,400000032868,400000031952,400000031985,400000031986,400000031848,400000031955,400000032940"
400000027220,400000022938
400000026341,400000026704
400000026398,"400000021214,400000010374,400000033095,400000011851,400000002831,400000025157,400000015958,400000011757"
400000033273,"400000033194,400000033195"
400000026389,
400000031436,"400000031434,400000033742,400000031366,400000032258,400000031512,400000031514,400000033730,400000030949,400000033720,400000031429,400000030970,400000031513,400000031365,400000031511,400000033724"
400000033297,400000033196
400000028957,"400000025926,400000030641"
400000033543,
400000026623,"400000017602,400000030017,400000030632,400000014883,400000012999,400000030165,400000030021,400000030314,400000030022,400000009850"
400000026362,
400000033810,"400000032448,400000032447,400000032450,400000033704,400000032449"
400000030990,"400000033575,400000031460,400000033196,400000033573"
400000026908,400000024172
400000026640,"400000030311,400000021558,400000029976,400000033101,400000029977,400000024837,400000026019,400000029975"
400000027293,400000027142
400000033472,"400000030896,400000030898,400000030894"
400000026368,400000025387
400000027205,400000023565
400000027765,"400000020609,400000022933,400000024216"
400000031068,"400000032570,400000030894,400000030898,400000030897,400000031930,400000030888,400000031222,400000030895,400000031427,400000032571,400000016173,400000031615,400000030896,400000032568,400000031611,400000021871,400000032500,400000033724"
400000033283,"400000033194,400000033195"
400000028979,400000023565
400000032674,"400000031851,400000033246,400000033247,400000032562,400000032574,400000033704,400000031853,400000033245,400000032567,400000031850,400000031852"
400000026870,"400000030638,400000021245"
400000026569,"400000030165,400000027143"
400000027927,"400000016907,400000029033,400000011107,400000026157,400000022933,400000016908,400000015427"
400000027106,"400000021214,400000013502,400000002831,400000015958,400000030165"
400000033128,"400000031851,400000033247,400000032574,400000031853,400000033245,400000031850,400000031852"
400000026344,400000026704
400000030987,
400000026464,"400000016407,400000021558,400000009229,400000021723,400000009931,400000033096,400000002831,400000021698,400000015958"
400000032655,400000032258
400000026506,400000020431
400000027059,"400000017602,400000030632,400000022453,400000014883,400000012999,400000021698,400000030165,400000030021,400000030312,400000009850"
400000031012,"400000030907,400000030664,400000030728,400000030894,400000031345,400000031364,400000030887,400000031615,400000033730,400000031609,400000030886,400000033724"
400000026669,"400000027146,400000022273"
400000026722,"400000025156,400000021215"
400000026574,"200000001820,400000015038"
400000028993,400000023565
400000029485,"400000031520,400000032568,400000030895,400000031615,400000030906,400000030661,400000031918,400000032569,400000031222,400000032571,400000030896,400000031611,400000021871,400000030898,400000030888,400000024540,400000032500,400000031919,400000030945,400000030946,400000032570,400000030894,400000031920"
400000026335,"400000024601,400000024174"
400000028893,"400000017602,400000030017,400000014883,400000030165,400000009850"
400000030986,
400000032373,"400000033723,400000033638,400000033701,400000033633,400000031931,400000033699,400000033721,400000031819,400000033240,400000033635,400000033724,400000031859,400000033639,400000033722,400000031929,400000031516,400000031115,400000031871,400000031435,400000031346,400000033700,400000033730,400000031470,400000033713,400000032870,400000031518,400000033631,400000031430,400000033728,400000031469,400000033180,400000031422,400000032259,400000033636,400000033346,400000031420,400000033181,400000033703,400000033731,400000031820,400000033183,400000031517,400000033729,400000031471,400000030973,400000033182,400000032836,400000033725,400000033727,400000031515,400000033184,400000031229,400000033720,400000033632"
400000028820,"400000030635,400000025158"
400000024042,"400000030894,400000030898,400000030897,400000031222,400000030895,400000024649,400000030896,400000030950"
400000026596,"400000017602,400000030017,400000030632,400000014883,400000012999,400000030165,400000030021,400000030314,400000009850"
400000026160,
400000033279,400000033194
400000026340,
400000033391,400000031820
400000026419,"400000002831,400000033095,400000010374,400000011757"
400000027177,
400000029005,"400000022452,400000015503"
400000029473,
400000029543,"400000024303,400000021563,400000021564,400000021758,400000024302,400000024300,400000024301,400000021759"
400000029483,"400000032570,400000030661,400000030894,400000032257,400000030895,400000031615,400000011450,400000030896,400000024540,400000013494,400000021871,400000030976,400000016173"
400000026805,"400000016877,400000030639,400000024056"
400000026677,"400000011148,400000025156,400000021215,400000030640"
400000032410,"400000032108,400000032151,400000032121,400000031838,400000032577,400000033573,400000032516,400000032104,400000032107,400000033704,400000032581,400000032149"
400000027914,"400000016907,400000029033,400000011107,400000026157,400000022933,400000016908,400000015427"
400000026804,"400000030639,400000018141,400000020379,400000013495,400000021432,400000033110,400000016877"
400000026955,"400000030639,400000018141,400000013495,400000033110,400000016877"
400000026598,"400000017602,400000030017,400000030632,400000014883,400000012999,400000030165,400000030021,400000030314,400000030312,400000009850"
400000033585,
400000028830,"400000030635,400000030344,400000025158,400000027144"
400000029476,400000018150
400000033400,400000031923
400000033523,
400000026396,"400000021214,400000010374,400000033095,400000011851,400000002831,400000025157,400000021698,400000015958,400000011757"
400000026601,"400000017602,400000030017,400000030632,400000014883,400000012999,400000030165,400000030021,400000030314,400000009850"
400000033285,"400000033194,400000033195"
400000031071,"400000030894,400000031364,400000030895,400000031615,400000031428,400000033730,400000031817,400000033724"
400000028724,"400000015427,400000022933,400000030612"
400000029768,
400000028940,400000023607
400000030985,
400000028664,"400000002802,400000022933"
400000032673,"400000031851,400000033246,400000033247,400000032562,400000032574,400000033704,400000031853,400000033245,400000032567,400000031850,400000031852"
400000033274,"400000033194,400000033195"
400000026864,"400000021245,400000020048,400000027147"
400000026331,
400000026595,"400000017602,400000030017,400000022453,400000030632,400000014883,400000012999,400000021698,400000030165,400000030021,400000030314,400000030312,400000009850"
400000033522,
400000026865,"400000021245,400000020048"
400000026807,"400000033110,400000016877,400000030639,400000030023"
400000032379,"400000031520,400000032568,400000031615,400000030906,400000033724,400000031918,400000032569,400000031222,400000032571,400000030896,400000031611,400000021871,400000030898,400000030888,400000032500,400000031919,400000030945,400000030946,400000032570,400000030894,400000030897,400000031920,400000016173"
400000032465,"400000032148,400000032684,400000032147,400000032683"
400000031042,"400000032570,400000030894,400000030898,400000030895,400000031615,400000030896"
400000033473,"400000030896,400000030898,400000030894"
400000029035,
400000027764,"400000020609,400000022933,400000024216"
400000026467,"400000016407,400000021558,400000009229,400000030633,400000009931,400000033096,400000002831,400000021698,400000015958"
400000026911,400000024172
400000033790,400000033697
400000033744,400000032005
400000026566,
400000026158,
400000026152,
400000026749,"400000027145,400000033603,400000010377,400000032007,400000030637"
400000026837,"400000030638,400000021245,400000027147"
400000033408,400000030896
400000026458,
400000031043,"400000032570,400000030894,400000030898,400000030895,400000031615,400000030896"
400000026338,400000024601
400000028584,"400000016407,400000002831,400000015958"
400000032388,"400000032570,400000030898,400000032568,400000031613,400000032571,400000031615,400000030896,400000021871,400000033724"
400000028968,400000023678
400000008196,"400000024601,400000024174"
400000026556,"400000021214,400000021558,400000013502,400000030313,400000002831,400000015958,400000030165,400000030314"
400000033300,400000033196
400000026560,
400000027908,"400000016907,400000029033,400000026157,400000022933,400000016908,400000015427"
400000026238,"400000024601,400000024174,400000024602"
400000026554,"400000021214,400000013502,400000030636,400000002831,400000015958,400000030165"
400000026797,
400000032455,"400000032570,400000030898,400000030897,400000031117,400000032571,400000031116,400000031104,400000021871,400000031433"
400000032380,"400000031520,400000032568,400000031615,400000030906,400000033724,400000031918,400000032569,400000031222,400000032571,400000030896,400000031611,400000021871,400000030898,400000030888,400000032500,400000031919,400000030945,400000030946,400000032570,400000030894,400000030897,400000031920,400000016173"
400000032429,"400000031222,400000030950,400000030896,400000030898"
400000032472,"400000032148,400000032684,400000032147,400000032683"
400000031005,400000030925
400000026247,"400000024601,400000024174"
400000033535,400000030896
400000028977,400000023565
400000027207,400000023565
400000029755,
400000029052,400000027143
400000032661,"400000030894,400000011450,400000030896,400000021871,400000016173"
400000032659,"400000032570,400000030898,400000030894,400000030897,400000031427,400000030896,400000031426,400000016173"
400000033491,
400000028467,"400000002831,400000033097,400000011759"
400000026391,"400000002831,400000022450,400000033097,400000011759"
400000029024,400000002803
400000028797,"400000017602,400000014883,400000012999,400000030021,400000030165,400000009850"
400000026424,"400000010374,400000033095,400000002831,400000015958,400000011757"
400000031000,400000030925
400000028012,
400000026671,400000022273
400000032400,"400000032703,400000032578,400000031849,400000033545,400000032701,400000032565,400000032561,400000032517,400000032581,400000031459,400000032627,400000032579,400000032563,400000032566,400000033575,400000033573,400000032564,400000031847,400000032556,400000032516,400000032580,400000032702,400000031846,400000032868,400000031848,400000032940"
400000026874,400000030024
400000033755,400000032005
400000026731,"400000025156,400000021215"
400000028657,"400000016907,400000029033,400000026157,400000022933,400000016908,400000015427"
400000033455,400000030896
400000028997,400000023565
400000027761,"400000029033,400000011107,400000026157,400000022933,400000016908,400000016907"
400000029487,"400000032568,400000030895,400000031615,400000030906,400000033724,400000030661,400000031918,400000032569,400000031222,400000032571,400000030896,400000031611,400000021871,400000030898,400000031930,400000030888,400000031427,400000024540,400000032500,400000031919,400000030945,400000030946,400000032570,400000030894,400000030897,400000031920,400000016173"
400000029504,400000022452
400000026875,"400000024172,400000021245,400000030019"
400000026565,
400000026835,"400000030638,400000021245,400000027147"
400000033421,400000030896
400000026270,"400000030648,400000024153,400000024174,400000030649,400000030650,400000024601,400000030647"
400000028351,"400000002831,400000033097,400000020431,400000011759"
400000026539,"400000021214,400000030634,400000011851,400000002831,400000025157,400000015958,200000003556,400000011758"
400000026584,
400000028762,"400000016907,400000029033,400000026157,400000022933,400000015427"
400000029517,"400000024343,400000024346,400000024345,400000024344"
400000027763,"400000020609,400000022933,400000024216"
400000030983,"400000031987,400000031671,400000031583,400000032578,400000031849,400000033545,400000032565,400000032561,400000031672,400000032517,400000031984,400000032581,400000031459,400000032579,400000032563,400000032566,400000033575,400000031954,400000031584,400000031953,400000033573,400000032564,400000031847,400000032556,400000032516,400000032580,400000031846,400000032868,400000031952,400000031985,400000031986,400000031848,400000031955,400000032940"
400000026966,"400000013846,400000030317"
400000026622,"400000017602,400000030017,400000022453,400000030632,400000012999,400000030165,400000030021,400000030314,400000030022,400000009850"
400000026462,"400000016407,400000021558,400000009229,400000030633,400000021723,400000009931,400000033096,400000002831,400000021698,400000015958"
400000033164,"400000033338,400000033360,400000033361,400000033719,400000033651,400000033359,400000033244"
400000026673,"400000027146,200000001644,400000022273"
400000029548,"400000024303,400000021563,400000021564,400000021758,400000024302,400000024300,400000024301,400000021759"
400000028721,"400000002802,400000022933"
400000031013,"400000030907,400000030664,400000030728,400000030894,400000030898,400000030897,400000031345,400000031364,400000030887,400000031615,400000033730,400000031609,400000030886,400000033724"
400000027802,"400000016907,400000030612,400000029033,400000011107,400000026157,400000022933,400000016908,400000015427"
400000029763,
400000033206,
400000030104,
400000028998,400000023565
400000033207,"400000030671,400000033189,400000030670,400000033192,400000032838,400000033188,400000030672,400000033185,400000030673"
400000026934,"400000022448,400000021560"
400000030982,"400000031987,400000031671,400000031583,400000032578,400000031849,400000033545,400000032565,400000032561,400000031672,400000032517,400000031984,400000032581,400000031459,400000032579,400000032563,400000032566,400000033575,400000031954,400000031584,400000031953,400000033573,400000032564,400000031847,400000032556,400000032516,400000032580,400000031846,400000032868,400000031952,400000031985,400000031986,400000031848,400000031955,400000032940"
400000028854,"400000013495,400000021215"
400000033474,
400000028976,400000023565
400000026155,
400000026585,
400000026786,"400000024172,400000014982"
400000033278,"400000033194,400000033195"
400000027218,400000022938
400000026390,"400000033097,400000020431,400000002831,400000022450,400000011759"
400000033211,
400000028759,"400000015427,400000026157,400000022933,400000029033"
400000026347,"400000026704,400000030655,400000030656"
400000032671,"400000030897,400000032570,400000030894"
400000026938,
400000026624,"400000017602,400000033101,400000030017,400000030632,400000014883,400000012999,400000030165,400000030021,400000030314,400000030022,400000009850"
400000026381,
400000029771,
400000026394,"400000002831,400000022450,400000033097,400000011759"
400000026758,"400000027145,400000033603,400000010377,400000032007,400000030637"
400000028952,400000025926
400000028817,"400000021558,400000024837,400000027144,400000030635,400000025158"
400000032466,"400000032148,400000032684,400000032147,400000032683"
400000029748,
400000033663,400000033245
400000026533,"400000021214,400000021558,400000015038,400000030634,400000011851,400000002831,400000025157,400000015958,200000003556,400000011758"
400000027290,400000027142
400000027214,400000023565
400000033295,400000033196
400000026881,
400000029759,
400000028173,400000033101
400000033257,"400000033194,400000033193,400000033195"
400000026878,400000021245
400000027810,"400000016907,400000029033,400000026157,400000022933,400000016908,400000015427"
400000029807,
400000026328,
400000026672,"400000027146,200000001644,400000022273"
400000026370,
400000026415,400000015958
400000032665,"400000030897,400000032570"
400000026588,
400000033487,
400000028723,"400000015427,400000022933,400000030612"
400000033766,400000033714
400000033124,"400000033247,400000033245,400000033246"
400000030619,
400000033504,"400000033730,400000032908"
400000032364,"400000032554,400000032568,400000031615,400000031676,400000033724,400000032569,400000030947,400000032571,400000030896,400000031675,400000031674,400000021871,400000031087,400000030898,400000031427,400000032570,400000030894,400000031613,400000031684"
400000029806,
400000027261,
400000032474,"400000032148,400000032684,400000032147,400000032683"
400000029762,
400000029541,"400000021248,400000021250,400000021251,400000021249"
400000032375,"400000033723,400000033638,400000033701,400000033633,400000031931,400000033721,400000031819,400000033240,400000033635,400000033724,400000031859,400000033639,400000033722,400000031929,400000031516,400000031115,400000031871,400000031435,400000031346,400000031802,400000033730,400000031470,400000033713,400000032870,400000031518,400000033631,400000031430,400000031469,400000033180,400000031422,400000032259,400000033636,400000031420,400000033181,400000033703,400000031820,400000033183,400000031517,400000033729,400000031471,400000030973,400000033182,400000032836,400000031515,400000033184,400000031229,400000033720,400000033632"
400000028367,"400000016407,400000009229,400000030633,400000002831,400000015958"
400000028847,"400000027146,200000001644,400000022273"
400000027687,"400000023989,400000030894,400000030895,400000011450,400000031615,400000030896,400000021871,400000016173"
400000028670,"400000002802,400000022933"
400000026620,"400000017602,400000030017,400000030632,400000014883,400000012999,400000030165,400000030021,400000030314,400000030020,400000009850"
400000027906,"400000016907,400000029033,400000026157,400000022933,400000016908,400000015427"
400000030108,
400000033475,400000030896
400000033259,"400000033194,400000033193,400000033195"
400000033767,400000033714
400000026665,"400000027146,400000022273"
400000027285,400000027142
400000032638,"400000031851,400000033246,400000033247,400000032562,400000032574,400000031853,400000033245,400000032567,400000031850,400000031852"
400000032658,400000030896
400000028370,"400000016407,400000009229,400000030633,400000002831,400000015958"
400000027243,400000022275
400000026202,"400000024601,400000030644,400000030643"
400000026240,"400000024601,400000024174,400000024602"
400000026680,"400000011148,400000025156,400000021215,400000030640"
400000026360,
400000030097,
400000033484,
400000026237,"400000030882,400000024601,400000024174,400000024602"
400000028744,"400000016907,400000029033,400000026157,400000022933,400000016908,400000015427"
400000026780,400000014982
400000026615,
400000033167,"400000033338,400000033361,400000033719,400000033651,400000033359,400000033244"
400000033754,400000032005
400000026592,"400000030314,400000030165"
400000026442,
400000026198,400000030644
400000026528,"400000021214,400000033098,400000021558,400000030634,400000011851,400000002831,400000025157,400000021698,400000015958,200000003556,400000011758"
400000028644,"400000016907,400000029033,400000026157,400000022933,400000016908,400000015427"
400000028510,"400000010374,400000033095,400000002831,400000021698,400000011757"
400000026447,"400000021214,400000010374,400000015038,400000033095,400000011851,400000002831,400000025157,400000021698,400000015958,400000011757"
400000026282,"400000030648,400000024174,400000030649,400000030650,400000024601,400000030652"
400000033586,
400000032421,"400000032908,400000033700,400000031867,400000032173,400000031868,400000031932,400000033724"
400000032411,"400000032108,400000032151,400000032121,400000031838,400000032577,400000033573,400000032516,400000032104,400000032107,400000033704,400000032581,400000032149"
400000026945,
400000028951,"400000025926,400000030641"
400000027803,"400000015427,400000026157,400000022933,400000029033"
400000026976,400000033573
400000033253,"400000033194,400000033193,400000033195"
400000032670,"400000030897,400000032570,400000030894"
400000027180,
400000028509,"400000002831,400000033095,400000010374,400000011757"
400000026903,"400000024172,400000022448"
400000033149,
400000032419,"400000032908,400000033700,400000031867,400000032173,400000031868,400000031932,400000033724"
400000029764,
400000026718,"400000011148,400000025156,400000021215"
400000033750,400000032005
400000028714,"400000002802,400000022933"
400000033528,
400000026461,"400000016407,400000021558,400000009229,400000030633,400000021723,400000009931,400000033096,400000002831,400000021698,400000015958"
400000026164,"400000024601,400000030644,400000030643"
400000033782,400000033697
400000033617,
400000033416,
400000026594,"400000017602,400000033099,400000030017,400000022453,400000030632,400000014883,400000012999,400000021698,400000030165,400000030021,400000030314,400000030312,400000009850"
400000033752,400000032005
400000027278,400000027142
400000028920,400000023607
400000026602,"400000017602,400000030017,400000022453,400000030632,400000014883,400000012999,400000030165,400000030021,400000030314,400000030020,400000030312,400000009850"
400000029740,
400000029539,"400000021248,400000021250,400000021251,400000021249"
400000026575,"200000001820,400000015038"
400000029510,400000025306
400000032646,400000032567
400000026367,400000025387
400000026888,400000021215
400000033762,400000033698
400000032305,"400000031987,400000031671,400000031583,400000032578,400000031849,400000033545,400000032565,400000032561,400000031672,400000032517,400000031984,400000032581,400000031459,400000032579,400000032563,400000032566,400000033575,400000031954,400000031584,400000031953,400000033573,400000032564,400000031847,400000032556,400000032516,400000032580,400000031846,400000032868,400000031952,400000031985,400000031986,400000031848,400000031955,400000032940"
400000028071,"400000030642,400000023678"
400000029062,400000029033
400000033168,"400000032703,400000032578,400000031849,400000033545,400000032701,400000032565,400000032561,400000032517,400000032581,400000031459,400000032627,400000032579,400000032563,400000032566,400000033575,400000033573,400000032564,400000031847,400000032556,400000032516,400000032580,400000032702,400000031846,400000032868,400000031848,400000032940"
400000033214,
400000026912,400000024172
400000028999,400000023565
400000026561,
400000033820,"400000031931,400000033186"
400000027277,400000023678
400000028936,400000023607
400000027913,"400000016907,400000029033,400000011107,400000026157,400000022933,400000016908,400000015427"
400000026958,400000022448
400000028758,"400000015427,400000022933"
400000029507,400000021560
400000026886,
400000028943,"400000025926,400000030641"
400000027760,"400000011107,400000026157,400000022933,400000029033"
400000028832,"400000030635,400000025158"
400000029810,
400000028676,"400000002802,400000022933"
400000028675,"400000002802,400000022933"
400000026529,"400000021214,400000033098,400000021558,400000015038,400000030634,400000011851,400000002831,400000025157,400000021698,400000015958,200000003556,400000011758"
400000026234,"400000024601,400000024174,400000024602"
400000026940,
400000026788,"400000012993,400000022363"
400000033588,
400000026446,"400000021214,400000010374,400000033095,400000011851,400000002831,400000025157,400000021698,400000015958,400000011757"
400000033208,"400000030671,400000033189,400000030670,400000033192,400000032838,400000033188,400000030672,400000033185,400000030673"
400000029785,
400000027253,
400000026876,400000021245
400000032467,"400000032148,400000032684,400000032147,400000032683"
400000028462,400000002831
400000030114,
400000028949,400000027142
400000026508,400000020431
400000028873,400000016877
400000026294,"400000024601,400000024174"
400000033746,400000032005
400000026452,"400000017602,400000026018,400000033100"
400000027793,"400000015427,400000022933,400000030612"
400000032422,"400000033723,400000033638,400000033701,400000033633,400000031615,400000031931,400000033699,400000033721,400000031819,400000033240,400000033635,400000033724,400000031859,400000033639,400000033722,400000031929,400000031516,400000031115,400000031871,400000031346,400000033700,400000033730,400000031470,400000033713,400000032870,400000031518,400000033631,400000031430,400000033728,400000031469,400000033180,400000031422,400000032259,400000033636,400000031420,400000033181,400000033703,400000033731,400000031820,400000033183,400000031517,400000033729,400000031471,400000030973,400000033182,400000032836,400000033725,400000033727,400000033702,400000031515,400000033184,400000031229,400000033720,400000033632,400000033732"
400000026568,"400000030314,400000022452,400000030165,400000027143"
400000029741,
400000027294,400000027142
400000032407,"400000032108,400000032151,400000032121,400000031838,400000032577,400000033573,400000032516,400000032104,400000032107,400000033704,400000032581,400000032149"
400000033430,400000030896
400000028749,"400000029033,400000011107,400000026157,400000022933,400000016908,400000016907"
400000033544,
400000032475,"400000032148,400000032684,400000032147,400000032683"
400000026404,400000015958
400000033618,
400000026628,"400000017602,400000033101,400000030017,400000030632,400000014883,400000012999,400000030165,400000030021,400000030314,400000030022,400000009850"
400000026445,"400000010374,400000033095,400000002831,400000015958,400000011757"
400000028806,"400000017602,400000030314,400000030017,400000009850"
400000026920,
400000030107,
400000028410,400000002831
400000026736,
400000026893,400000021215
400000032663,"400000032570,400000030898,400000030897,400000032571,400000031820,400000021871,400000031433,400000033724"
400000026761,"400000022273,400000027146,200000001644,400000032007,400000013576"
400000033498,
400000033252,"400000033194,400000033193,400000033195"
400000024285,"400000030651,400000030648,400000024602,400000033383,400000030881,400000024174,400000030649,400000030650,400000024601,400000030647,400000030652"
400000031069,"400000030894,400000030898,400000031222,400000030895,400000031615,400000024649,400000030896,400000030950,400000033724"
400000033331,"400000032908,400000031824,400000031923,400000033700,400000031615,400000033724"
400000026534,"400000021214,400000030634,400000011851,400000002831,400000025157,400000015958,200000003556,400000011758"
400000032628,"400000030950,400000032500"
400000024051,"400000030648,400000024602,400000033383,400000024174,400000030649,400000024601,400000030647,400000030652"
400000032668,"400000030897,400000032570,400000030894"
400000032355,"400000033723,400000033638,400000033701,400000033633,400000031931,400000033721,400000031819,400000033240,400000033635,400000033724,400000033639,400000033722,400000031929,400000031516,400000031871,400000031435,400000031346,400000031802,400000033730,400000031470,400000033713,400000032870,400000031518,400000033631,400000031430,400000031469,400000033180,400000031422,400000032259,400000033636,400000033346,400000030972,400000031420,400000033181,400000033703,400000031820,400000033183,400000031517,400000033729,400000031471,400000030973,400000033182,400000032836,400000031515,400000033184,400000033720,400000033632"
400000028663,"400000016907,400000029033,400000026157,400000022933,400000016908,400000015427"
400000026263,"400000030648,400000024153,400000024174,400000030649,400000030650,400000024601,400000030647"
400000028461,400000002831
400000033496,
400000026535,"400000021214,400000011851,400000002831,400000025157,400000021698,400000015958,200000003556,400000011758"
400000026748,"400000027145,400000033603,400000010377,400000032007,400000030637"
400000033757,400000032005
400000026757,"400000027145,400000033603,400000010377,400000032007,400000030637"
400000027230,"400000025307,400000029060,400000033102,400000030952"
400000025770,"400000030648,400000024602,400000033383,400000024174,400000030649,400000024601"
400000030112,
400000031008,"400000030907,400000032570,400000030664,400000031520,400000030728,400000030898,400000030897,400000030887,400000030947,400000032568,400000032571,400000031612,400000031615,400000030896,400000021871,400000032500,400000030886"
400000028994,400000023565
400000028967,400000025926
400000028464,"400000002831,400000013502,400000015958"
400000030999,400000030925
400000029503,400000022452
400000033133,"400000031851,400000033247,400000032574,400000031853,400000033245,400000031850,400000031852"
400000033411,
400000026339,400000024601
400000033783,400000033697
400000027799,"400000022933,400000030612"
400000033212,
400000026194,
400000030681,
400000026205,400000030644
400000026545,
400000026802,"400000030639,400000018141,400000020379,400000013495,400000021432,400000033110,400000016877"
400000032394,"400000033639,400000033638,400000033722,400000033636,400000033182,400000032836,400000033701,400000031871,400000031346,400000031802,400000033720,400000031931,400000033713,400000031819,400000031820,400000032870,400000033724"
400000028962,"400000025926,400000030641"
400000026460,
400000033431,400000030896
400000028778,"400000029033,400000011107,400000026157,400000016908,400000016907"
400000032381,"400000032568,400000031615,400000030906,400000033724,400000031918,400000032569,400000031222,400000032571,400000030896,400000031611,400000021871,400000030898,400000031930,400000030888,400000031427,400000032500,400000031919,400000030945,400000030946,400000032570,400000030894,400000030897,400000031920,400000016173"
400000028741,"400000016907,400000029033,400000026157,400000022933,400000016908,400000015427"
400000032405,"400000032108,400000031836,400000032150,400000032121,400000033581,400000031839,400000032576,400000031837,400000032629,400000033580,400000032581,400000031844,400000031840,400000033575,400000033573,400000033578,400000032104,400000031838,400000032577,400000032516,400000031843,400000032151,400000031841,400000031842,400000033579,400000032107,400000032149"
400000033389,400000031820
400000033442,400000030896
400000032382,"400000033723,400000033638,400000033701,400000033633,400000031931,400000033721,400000031819,400000033240,400000033635,400000033724,400000031859,400000033722,400000031929,400000031516,400000031115,400000031871,400000031435,400000031346,400000031802,400000033730,400000031470,400000033713,400000032870,400000031518,400000033631,400000031430,400000031469,400000033180,400000031422,400000032259,400000033636,400000031420,400000033181,400000033703,400000031820,400000033183,400000031517,400000033729,400000031471,400000030973,400000033182,400000032836,400000031515,400000033184,400000031229,400000033720,400000033632"
400000026972,
400000033248,"400000033701,400000033633,400000033699,400000033721,400000031819,400000033635,400000031859,400000033724,400000033722,400000031115,400000033700,400000033730,400000031470,400000032870,400000033631,400000033728,400000031422,400000033636,400000031420,400000030972,400000033181,400000031820,400000031471,400000030973,400000033725,400000033727,400000033702,400000033720,400000033632"
400000028941,400000023607
400000028804,"400000017602,400000030314,400000030017,400000009850"
400000031006,"400000032568,400000031615,400000030886,400000033724,400000031222,400000032571,400000030896,400000031611,400000021871,400000030664,400000030728,400000030898,400000030888,400000031427,400000030907,400000032570,400000030894,400000030897,400000030887,400000016173"
400000028352,"400000002831,400000033097,400000020431,400000011759"
400000028382,400000002831
400000033490,
400000026450,"400000017602,400000026018,400000033100,400000030345"
400000033250,"400000033723,400000033638,400000033701,400000033633,400000031931,400000033721,400000031819,400000033240,400000033635,400000033724,400000031859,400000033639,400000033722,400000031115,400000031871,400000031435,400000031802,400000033730,400000031470,400000033713,400000032870,400000033631,400000033180,400000031422,400000033636,400000031420,400000033181,400000033703,400000031820,400000033183,400000033729,400000031471,400000030973,400000033182,400000032836,400000033184,400000031229,400000033720,400000033632"
400000028837,"400000030635,400000025158"
400000033176,"400000032516,400000032581"
400000030719,"400000030907,400000030664,400000030728,400000030894,400000031345,400000031364,400000030887,400000031222,400000031615,400000033730,400000031609,400000030886,400000033724"
400000026589,"400000030314,400000030165"
400000033132,"400000031851,400000033247,400000032574,400000031853,400000033245,400000031850,400000031852"
400000029484,"400000032570,400000030661,400000030894,400000032257,400000030895,400000031615,400000011450,400000030896,400000024540,400000013494,400000021871,400000030976,400000016173"
400000032392,"400000030670,400000030974,400000033701,400000031615,400000031931,400000033188,400000031819,400000033185,400000033724,400000031431,400000031115,400000031871,400000033700,400000033730,400000033187,400000032838,400000030671,400000031469,400000033346,400000031820,400000030672,400000030975,400000030673,400000033729,400000033182,400000033725,400000033192,400000033241,400000033720,400000033186,400000033191"
400000033417,400000030896
400000028364,"400000016407,400000009229,400000030633,400000002831,400000015958"
400000028959,400000025926
400000027812,"400000016907,400000029033,400000026157,400000022933,400000015427"
400000033270,400000033194
400000029056,
400000026682,"400000011148,400000025156,400000021215,400000030640"
400000029720,
400000026571,
400000032460,"400000031824,400000031932,400000032908"
400000027240,"400000029060,400000025307,400000030952"
400000026268,"400000030651,400000030648,400000033383,400000024174,400000030649,400000017716,400000030650,400000024601,400000030647,400000030652"
400000028875,400000016877
400000026332,
400000032643,"400000031851,400000033246,400000033247,400000032562,400000032574,400000031853,400000033245,400000032567,400000031850,400000031852"
400000028799,"400000017602,400000030314,400000030017,400000009850"
400000033265,400000033194
400000033537,
400000028760,"400000015427,400000022933,400000029033"
400000032402,"400000032108,400000031941,400000031836,400000032872,400000032121,400000032150,400000031839,400000032576,400000032874,400000031837,400000032109,400000031973,400000031943,400000032581,400000031940,400000031942,400000032003,400000032557,400000031844,400000031840,400000031575,400000031574,400000033573,400000032104,400000031838,400000032873,400000032577,400000032875,400000032516,400000031843,400000031573,400000031972,400000032151,400000031841,400000031971,400000032002,400000031842,400000031576,400000031975,400000032107,400000033704,400000031854,400000031974,400000032149"
400000033448,
400000026778,400000014982
400000033748,400000032005
400000031014,"400000030907,400000032570,400000030664,400000030728,400000030894,400000030897,400000030887,400000031615,400000030886,400000033724"
400000026510,400000020431
400000028025,"400000015019,400000015020,400000016322,400000016325,400000016324,400000016323,400000015018"
400000033267,400000033194
400000033670,"400000032148,400000032147"
400000028866,400000016877
