printer_id,parts
400000026538,"400000021214,400000015038,400000030634,400000011851,400000002831,400000025157,400000015958,200000003556,400000011758"
400000026423,
400000032413,"400000032108,400000032121,400000031838,400000032577,400000032516,400000032104,400000032107,400000032581,400000032149"
400000032468,"400000032148,400000032684,400000032147,400000032683"
400000026329,
400000033749,400000032005
400000026551,"400000021214,400000013502,400000030636,400000002831,400000015958,400000030165"
400000032667,"400000030897,400000032570,400000030894"
400000028800,"400000017602,400000030314,400000030017,400000009850"
400000028024,"400000015019,400000015020,400000016322,400000016325,400000016324,400000016323,400000015018"
400000033811,"400000032448,400000032447,400000032450,400000033704,400000032449"
400000026877,"400000021245,400000030019"
400000030977,"400000033102,400000030952"
400000015102,"400000021214,400000013502,400000002831,400000015958,400000030165"
400000033485,
400000032423,"400000033723,400000033638,400000033701,400000033633,400000031615,400000031931,400000033699,400000033721,400000031819,400000033240,400000033635,400000033724,400000031859,400000033639,400000033722,400000031929,400000031516,400000031115,400000031871,400000031346,400000033700,400000033730,400000031470,400000033713,400000032870,400000031518,400000033631,400000031430,400000033728,400000031469,400000033180,400000031422,400000032259,400000033636,400000031420,400000033181,400000033703,400000033731,400000031820,400000033183,400000031517,400000033729,400000031471,400000030973,400000033182,400000032836,400000033725,400000033727,400000033702,400000031515,400000033184,400000031229,400000033720,400000033632,400000033732"
400000026834,"400000030638,400000032700,400000021245,400000027147"
400000031009,"400000030907,400000030664,400000030728,400000030894,400000031345,400000031364,400000030887,400000031615,400000033730,400000031609,400000030886,400000033724"
400000033502,
400000032361,"400000032108,400000031836,400000032872,400000032121,400000032150,400000031839,400000032576,400000031945,400000031577,400000032874,400000031837,400000032109,400000032581,400000031978,400000032557,400000031844,400000031840,400000031580,400000031944,400000031979,400000033573,400000032104,400000031976,400000031947,400000031838,400000032873,400000032577,400000031946,400000032875,400000032516,400000031843,400000031579,400000031977,400000032151,400000031841,400000031971,400000031842,400000031578,400000032107,400000033704,400000032149"
400000033301,400000033196
400000029002,400000023565
