printer_id,name,cartridges,parts,availability,in_transit,wholesale_price,retail_price,description,char_Тип товара,char_Происхождение товара,char_Название модели,char_Артикул,char_Артикул Восточноевропейский,char_Артикул Азиатский,char_Альтернативные артикулы,"char_Ресурс, стр A4",char_Бренд,char_Цвет тонера,char_Назначение,char_Используется в принтерах,"char_Вес тонера в картридже, г",char_Страна-производитель,char_Принтеры для наименования,char_Ключевые слова,char_Вес в упаковке,char_Гарантия,char_Поставщик,char_Для использования с картриджами,char_Модель запчасти,char_Цветность,char_Категория товара,char_Совместимые картриджи,"char_Для использования с принтерами/МФУ, совместимость",char_Особенности,char_Производитель,char_Тип,char_Количество страниц,char_Цвет,char_Для использования с принтерами,char_Совместимый картридж,char_Для использования с принтерами/МФУ,char_Сайт производителя,char_Наличие чипа,char_Модель заправляемых оригинальных картриджей,char_Ресурс,char_Модель заменяемых оригинальных картриджей,char_Наименование производителя,char_Номер запчасти (Part number),char_Группа товара,char_Подгруппа товара,"char_Вес тонера с девелопером в картридже, г",char_Наименование картриджа,"char_Для использования с принтерами, совместимость",char_Масса тонера,"char_Ресурс, стр","char_Масса тонера, г","char_Вес тонер, г",char_Регион использования,char_Совместимые принтеры,char_Заводской номер запчасти,char_Совместимость,"char_Количество отпечатков, стр",char_Продукт IG,char_Технология печати,char_Влажность при эксплуатации,char_Температура хранения,char_Размеры упаковки,char_Вес,char_Тип запчасти,"char_Ресурс отпечатков, л",char_Продукт Kyocera,char_Вес картриджа
400000033182,"Палец отделения ремня переноса (Transfer belt separation claw) оригинал. для Konica Minolta C1060/C4080, A1DUR71900",,,6,0,1890.0,1890.0,"Konica Minolta AccurioPress C2060, C2070, C2070P, C3070, C3070P, C3080, C3080P, C4070, C4080, C7090, C7100, C83hc;AccurioPrint C2060L, C3070L, C4065, C4065P;bizhub Press C1060, C1070, C1070P, C6000, C7000, C7000P, C70hc, C71hc;bizhub PRO C1060L, C6000L",Палец отделения ремня переноса,оригинальный,,,,,не предусмотрено,880000,Konica Minolta,,,"Konica Minolta AccurioPress C2060, C2070, C2070P, C3070, C3070P, C3080, C3080P, C4070, C4080, C7090, C7100, C83hc; AccurioPrint C2060L, C3070L, C4065, C4065P; bizhub Press C1060, C1070, C1070P, C6000, C7000, C7000P, C70hc, C71hc; bizhub PRO C1060L, C6000L",,,C1060/C4080,Палец отделения Коготь отделения Коготь термоблока Коготь фьюзера Когти отделения термоблока Комплект когтей отделения Лапка отделения Лапка фьюзера Механизм отделения бумаги от термовала Отделитель термозакрепления Отделительные когти фьюзера Отделительные пальцы Fuser Unit Отделительный палец Отделяющая лапка Отделяющий коготь Палец отделения бумаги Палец отделения печки Палец отделения термоблока Палец отделения фьюзера Палец термозакрепления Палец узла термозакрепления Палец фиксации Пальцы отделения термозакрепляющего узла Пластина отделения Пластина отделения бумаги фьюзера Пластины антиадгезионного отделения Сепаратор Сепаратор в сборе Сепаратор нагревательного ролика Сепаратор термоблока Сепаратор узла фиксации Сепаратор фьюзера Сепарационная лапка Сепарационная пластина Термоотделительные пальцы Узел отделения Fuser Stripper Claws Fusing Claw Separator Claw для фьюзера Акуриопресс Аккуриопресс Акуриопрес Аккуриопрес Акурио пресс Аккурио пресс Акурио прес Аккурио прес Акуриопринт Аккуриопринт Акурио принт Аккурио принт бицхаб бизхаб Пресс Прес Про C 2060 C 2070 C 2070P C 3070 C 3070P C 3080 C 3080P C 4070 C 4080 C 7090 C 7100 C 83hc C 2060L C 3070L C 4065 C 4065P C 1060 C 1070 C 1070P C 6000 C 7000 C 7000P C 70hc C 71hc C 1060L C 6000L С2060 С2070 С2070Р С3070 С3070Р С3080 С3080Р С4070 С4080 С7090 С7100 С83hc С2060L С3070L С4065 С4065Р С1060 С1070 С1070Р С6000 С7000 С7000Р С70hc С71hc С1060L С6000L,"27, грамм",Гарантия на данный товар не предоставляется,,,не предусмотрено,не предусмотрено,,,,,,,,,,,,,,,,,Transfer belt separation claw,A1DUR71900,Перенос изображения,Пальцы и пластины отделения,,,,,,,,,,,,,,,,,,,,,,
400000030410,"Картридж для лазерного принтера оригинальный  Kyocera TK-1200, черный (black)",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000030971,"Коротрон заряда (Charge Corona Unit) оригинал. для Konica Minolta C1085/C1100, A5AWR70M11",,,17,0,6390.0,6390.0,"Konica Minolta Bizhub Press C1085, C1100",Коротрон заряда,оригинальный,,,,,A5AWR70M00,175000,Konica Minolta,,,"Konica Minolta Bizhub Press C1085, C1100",,,C1085/C1100,Блок заряда Блок коронного разряда Блок короны заряда Блок коротрона Зарядная корона Зарядная нить Зарядное устройство Зарядный коротрон Коратрон Корона заряда Коронарная проволока Коронарная решетка Коронарный блок Коронарный провод Коронарный узел Коронарный электрод Коронатор Коронатор заряда Коронный провод Коронный разряд Коротон Коротрон Коротрон главного заряда Коротрон заряда Коротрон зарядки Кортрон Нить коротрона Проволока заряда Сетка коротрона Узел заряда Узел коронного заряда Узел коротрона Экранированный коротрон (скоротрон) Charge Corona Unit Charge Corotron Charge Corotron Cartridge Charging Corona Charging Pole Unit Corona Wire Kоnica Коника Conika Konika Minolta Минолта Минольта Бизхаб Бицхаб C1085 C1100 C1085 C1100,"188, грамм",Гарантия на данный товар не предоставляется,,,не предусмотрено,не предусмотрено,,,,,,,,,,,,,,,,,Charge Corona Unit,A5AWR70M11,Формирование изображения,"Коротроны, валы заряда",,,,,,,,,,,,,,,,,,,,,,
400000031429,"Чистящее лезвие ленты переноса (Transfer Belt Cleaning Blade) оригинал. для Konica Minolta C1085/C6100, A1RFR7F133",,,2,0,4390.0,4389.99,"Konica Minolta Bizhub Press C1085, C1100, C8000;AccurioPress C6085, C6100, C12000",Чистящее лезвие ленты переноса,оригинальный,,,,,"A1RFR7F122, A1RFR7F111, A1RFR7F100, A5AWR70P00, A5AWR70P11, A5AWR70P22",нет данных,Konica Minolta,,,"Konica Minolta Bizhub Press C1085, C1100, C8000; AccurioPress C6085, C6100, C12000",,,C1085/C6100,Блейд IBT Деталь для очистки Лезвие для очистки ремня Лезвие для принтера Лезвие для трансферной ленты Лезвие для чистки ремня переноса Лезвие очистки Лезвие очистки переносного ремня Лезвие очистки промежуточного ремня Лезвие очистки транспортного ремня Лезвие очистки IBT-ленты Лезвие переноса Лезвие чистки Нож очистки промежуточного транспортного ремня Очиститель ленты Ракель Ракель ленты переноса Ракель IBT-ленты Скребок Чистящая пластина Чистящее лезвие IBT Чистящий нож Чистящий нож для ленты переноса Чистящий ракель IBT-ленты Чистящий элемент IBT чистящее лезвие IBT Belt Cleaner Blade  2nd Transfer Cleaning Blade Konica Minolta Bizhub Press Коника Conika Konika Минолта Минольта бицхаб бизхаб Пресс Прес Акку Аку Акурио Акуриопресс Аккуриопресс Акуриопрес Аккуриопрес Акурио пресс Аккурио пресс Акурио прес Аккурио прес C 1085 C 1100 C 8000 C 6085 C 6100 C 12000 С1085 С1100 С8000 С6085 С6100 С12000,"210, грамм",Гарантия на данный товар не предоставляется,,,не предусмотрено,не предусмотрено,,,,,,,,,,,,,,,,,Transfer Belt Cleaning Blade,A1RFR7F133,Перенос изображения,Лезвия подбора,,,,,,,,,,,,,,,,,,,,,,
200000000393,"Каpтpидж C7115A Black (черный) для лазерных принтеров лазерного принтера HP LJ 1000/1200/3300, 2500 стр., произв. HP",,,0,0,2188.22,1597.45,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000030524,"Картридж для лазерного принтера оригинальный  Oki 09004391, черный (black)",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000030469,"Картридж для лазерного принтера оригинальный  Xerox 106R02181, черный (black)",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000033714,"Блок фотобарабана (Drum Unit) оригинал. для Ricoh C7200/C7210, универсальный, M0BJ-9510",,,6,0,18990.0,18990.0,"Ricoh Pro C7200S, C7200SX, C7200X, C7210S, C7210SX, C7210X",Блок фотобарабана,оригинальный,,,,,"M0BJ9510, M0BH9510, D0A59510",нет данных,Ricoh,,,"Pro C7200S, C7200SX, C7200X, C7210S, C7210SX, C7210X",,,C7200/C7210,блок модуль узел фотобарабана барабан барабаны фотовал фоторецептор фоторецепторы ксерографии драмы драм-юнит драм-картридж OPC Drum фотобарабанный блок фотопроводящий барабан фотоблок блок фотопечати фотобаробан фотобаран фотоборабан фоторецепторный барабан CMYK Drum фото барабан unit блок модуль узел оригинал Ricoh Rico Rikoh Riko Рико Рикох Про C7200S C 7200S C7200SX C 7200SX C7200X C 7200X C7210S C 7210S C7210SX C 7210SX C7210X C 7210X,"552, грамм",Гарантия на данный товар не предоставляется,,,не предусмотрено,универсальный,,,,,,,,,,,,,,,,,Drum Unit,M0BJ-9510,Перенос изображения,Блок фотобарабана,,,,,,,,,,,,,,,,,,,,,,
400000018134,"Картридж TK140 с чипом, black (черный), для лазерных принтеров Kyocera FS1100, заменяет ориг. картриджи TK140, 4000стр, произв. Булат",,,0,0,365.52,382.41,"Черный тонер-картридж для принтеров Kyocera FS1100, заменяющий оригинальный картридж TK 140.Тонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,,,,,Булат,,,black (черный),,,,http://www.bulatgroup.ru,,,4000,TK140,,,,,,TK140 c чипом,Kyocera FS1100,,,,,,,,,,,,,,,,,,,
400000030532,"Картридж для лазерного принтера оригинальный  Samsung SCX-D6345A, черный (black)",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
