printer_id,name,cartridges,parts,availability,in_transit,wholesale_price,retail_price,description,char_Тип товара,char_Наименование производителя,char_Бренд,char_Происхождение товара,char_Модель запчасти,"char_Ресурс, стр A4",char_Цветность,char_Номер запчасти (Part number),char_Альтернативные артикулы,char_Используется в принтерах,char_Принтеры для наименования,char_Ключевые слова,char_Группа товара,char_Подгруппа товара,char_Вес в упаковке,char_Гарантия,char_Поставщик,char_Для использования с картриджами,char_Категория товара,char_Совместимые картриджи,"char_Для использования с принтерами/МФУ, совместимость",char_Особенности,char_Производитель,char_Название модели,char_Артикул,char_Артикул Восточноевропейский,char_Артикул Азиатский,char_Цвет тонера,char_Назначение,"char_Вес тонера в картридже, г","char_Вес тонера с девелопером в картридже, г",char_Страна-производитель,char_Наличие чипа,char_Модель заправляемых оригинальных картриджей,char_Сайт производителя,char_Регион использования,char_Наименование картриджа,char_Цвет,char_Модель заменяемых оригинальных картриджей,"char_Для использования с принтерами, совместимость",char_Ресурс,char_Масса тонера,char_Совместимый картридж,char_Для использования с принтерами/МФУ,"char_Ресурс, стр","char_Вес тонер, г",char_Тип,char_Совместимые принтеры,char_Заводской номер запчасти,char_Для использования с принтерами,"char_Ресурс отпечатков, л",char_Совместимость,"char_Масса тонера, г","char_Количество отпечатков, стр",char_Количество страниц,char_Тип запчасти
400000031844,"Девелопер (Developer) оригинал. для Xerox C550/DC770, желтый (yellow), 675K76280/005R00733",,,27,0,3990.0,3990.0,"Xerox Color C550, C560, C570; C60, C70; C75, J75; Digital Color Press DC700, DC700i, DC770",Девелопер,Developer,Xerox,оригинальный,не предусмотрено,1500000,желтый (yellow),675K76280/005R00733,"005R00733, 505S00033","Xerox Color C550, C560, C570; C60, C70; C75, J75; Digital Color Press DC700, DC700i, DC770",C550/DC770,"Xerox Color Colour C550, C560, C570; C60, C70; C75, J75; Digital Color Press DC700, DC700i, DC770",Формирование изображения,Девелоперы,"497, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000033698,"Блок фотобарабана (Drum Unit) оригинал. для Ricoh C9100/C9210, универсальный, M0ED-9510",,,8,0,22900.0,22900.01,"Ricoh Pro C9100, C9110, C9200, C9210",Блок фотобарабана,Drum Unit,Ricoh,оригинальный,не предусмотрено,нет данных,универсальный,M0ED-9510,"M0ED9510, M2059510, M205-9510","Pro C9100, C9110, C9200, C9210",C9100/C9210,"блок модуль узел фотобарабана барабан барабаны фотовал фоторецептор фоторецепторы ксерографии драмы драм-юнит драм-картридж OPC Drum фотобарабанный блок фотопроводящий барабан фотоблок блок фотопечати фотобаробан фотобаран фотоборабан фоторецепторный барабан CMYK Drum фото барабан unit блок модуль узел оригинал Ricoh Rico Rikoh Riko Рико Рикох Про C9100, C9110 C9200 C9210 C 9100 C 9110 C 9200 C 9210 С9100 С9110 С9200 С9210",Перенос изображения,Блок фотобарабана,"675, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031205,"Девелопер (Developer) оригинал. DV-613M для Konica Minolta C8000, пурпурный (magenta), A1DY800",,,2,0,11790.0,11790.0,Konica Minolta Bizhub PRESS C8000,Девелопер,Developer,Konica Minolta,оригинальный,DV-613M,300000,пурпурный (magenta),A1DY800,не предусмотрено,Konica Minolta Bizhub Press C8000,C8000,Konica Minolta Bizhub PRESS C8000 C 8000 Коника Минолта Минольта бизхаб бицхаб пресс про девелопер проявитель проявителя проявка,Формирование изображения,Девелоперы,"1300, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000033359,"Блок фотобарабана (Drum Unit) оригинал. для Xerox (Fujifilm) Color 800/1000, универсальный, 675K87090",,,4,0,28990.0,28990.0,"Xerox Color 800 Press, 800i Press;Xerox Color 1000 Press, 1000i Press",Блок фотобарабана,Drum Unit,Xerox (Fujifilm),оригинальный,не предусмотрено,200000,универсальный,675K87090,"675K87091, 848K77540, 848K77541, 848K77542, 848K17550, CT350864","Xerox Color 800, 800i, Color 1000, 1000i Press",Color 800/1000,Xerox Color 800 800i Color 1000 1000i colour R1/R2/R3/R4 Drum барабан барабаны фотовал фоторецептор фоторецепторы ксерографии драмы Unit блок модуль узел Xerox Ксероркс Color колор калэр калор фотобарабан Fujifilm Фуджифильм Фуджи фильм филм,Перенос изображения,Блок фотобарабана,"1716, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000030314,"Чип тонер-картриджа  совместим. для лазерных принтеров HP CB435A/CB436A/CE278A/CE285A/CF283A/CE255A/CE505A(CF280A)/CE390A (CC364A), Canon 720/712/713/725/726/728/737, черный (black), UNItech",,,3,0,82.07,86.6,"Чип для принтеров HP LaserJet P1005, P1006, P1505, P1505n, M1120 MFP, M1120n MFP, M1522n MFP, M1522nf MFP, P1566, P1606dn, M1536dnf, M1132, M1212nf, M1214nfh, M1217nfw, P1102, P1102s, P1102w, P2035, P2055d, P2055dn, P2035n, P2055, P4014, P4014n, P4014dn; HP Enterprise 600 M601dn, 600 M601n, 600 M602dn, 600 M602n, 600 M602x, 600 M603dn, 600 M603n, 600 M603xh, MFP M525dn, MFP M525f, MFP M525c, P3015, P3015d, P3015dn, P3015x; HP LaserJet Pro 400 M401dn, 400 M401dw, 400 M401a, 400 M425dn, 400 M425dw, 400 M401d, 400 M401dne, M521dw, M521dn;Canon i-Sensys MF6600, LBP-3010, LBP-3100, LBP-3250, LBP-6000, MF3010, LBP6200, MF-4410, MF-4430, MF-4450, MF-4550, MF-4570, MF-4580, MF211, MF212w, MF216n, MF217w, MF226dn, MF229dw, MF231, MF232w, MF237w, MF244dw, MF247dw, MF249dw, LBP151dw",Чип тонер-картриджа,,UNItech,совместимый,"HP CB435A/CB436A/CE278A/CE285A/CF283A/CE255A/CE505A(CF280A)/CE390A (CC364A), Canon 720/712/713/725/726/728/737",нет данных,черный (black),,,,,"HP LaserJet P1005, P1006, P1505, P1505n, M1120 MFP, M1120n MFP, M1522n MFP, M1522nf MFP, P1566, P1606dn, M1536dnf, M1132, M1212nf, M1214nfh, M1217nfw, P1102, P1102s, P1102w, P2035, P2055d, P2055dn, P2035n, P2055, P4014, P4014n, P4014dn; HP Enterprise 600 M601dn, 600 M601n, 600 M602dn, 600 M602n, 600 M602x, 600 M603dn, 600 M603n, 600 M603xh, MFP M525dn, MFP M525f, MFP M525c, P3015, P3015d, P3015dn, P3015x; HP LaserJet Pro 400 M401dn, 400 M401dw, 400 M401a, 400 M425dn, 400 M425dw, 400 M401d, 400 M401dne, M521dw, M521dn;
Canon i-Sensys MF6600, LBP-3010, LBP-3100, LBP-3250, LBP-6000, MF3010, LBP6200, MF-4410, MF-4430, MF-4450, MF-4550, MF-4570, MF-4580, MF211, MF212w, MF216n, MF217w, MF226dn, MF229dw, MF231, MF232w, MF237w, MF244dw, MF247dw, MF249dw, LBP151dw",,,"5, грамм",Гарантия на данный товар не предоставляется,Булат,"HP 435, 436, 278, 285, 505, 280, 255, 364, 283, 390, Canon 712, 713, 720, 725, 726, 728",Чипы,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000030967,"Картридж оригинал. Xerox 006R01635/CT202226, для цветных лазерных принтеров Versant 2100/4100, голубой (cyan), 55000стр A4",,,144,0,11880.0,11880.0,"Xerox Versant Press 2100, 3100, 3100i, 4100",Картридж,,Xerox,оригинальный,,55000,,,CT202222,"Xerox Versant Press 2100, 3100, 3100i, 4100",Versant 2100/4100,Xerox Versant Press 2100 3100 3100i 4100 v2100 v3100 v3100i v4100 версант пресс ксерокс тонер туба replenisher краска,,,"2666, грамм",10 месяцев,,,,,,,,не предусмотрено,006R01631,006R01635,CT202226,голубой (cyan),для цветных лазерных принтеров,нет данных,1740,США,,,,,,,,,,,,,,,,,,,,,,,,
400000031676,"Блок девелопера (Developer Unit) оригинал. DV-619Y для Konica Minolta C458/C658, желтый (yellow), A9C808D",,,4,0,23990.0,23990.0,"Konica Minolta Bizhub C458, C558, C658",Блок девелопера,Developer Unit,Konica Minolta,оригинальный,DV-619Y,600000,желтый (yellow),A9C808D,не предусмотрено,"Konica Minolta Bizhub C458, C558, C658",C458/C658,Konica Minolta Bizhub C458 C558 C658 C 458 C 558 C 658 Минолта Минольта бизхаб бицхаб носитель носителя проявка проявки проявления проявитель узел юнит,Формирование изображения,Блок девелопера,"1417, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000032831,"Картридж оригинал. Konica Minolta TN-620K A3VX151/A3VX181, для цветных лазерных принтеров C1060L/C4065, черный (black), 60000стр A4",,,58,0,8390.0,8390.0,,Картридж,,Konica Minolta,оригинальный,,60000,,,"A3VX331, A3VX154, A3VX156, A3VX158","Konica Minolta Bizhub Pro C1060L; AccurioPrint 2060L, C3070L, C4065, C4065P",C1060L/C4065,Konica Minolta Bizhub Pro C1060L AccurioPrint 3070L C2060L C4065 C4065P C 1060L C 2060L C 4065 C4065 P Коника Минолта Минольта Бизхаб Бицхаб пресс про Акурио Аккурио replenisher тонер туба флакон порошок краска,,,"1505, грамм",10 месяцев,,,,,,,,TN-620K,A3VX181,A3VX151,A3VX181,черный (black),для цветных лазерных принтеров,1100,,Япония,,,,,,,,,,,,,,,,,,,,,,,,
400000032449,"Чип для лазерных принтеров Xerox Altalink C8130, C8135, C8170 и картриджей 006R01755, голубой (cyan)",,,80,0,180.0,179.99,,,,,,,,,,,,,,,,"1, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000030897,"Ролик захвата бумаги (Pick-up Roller) оригинал. для Konica Minolta C224/C754, A5C1562200",,,2,0,390.0,390.01,"Konica Minolta bizhub 224e, 227, 284e, 287, 300i, 308, 360i, 364e, 367, 4050i, 450i, 454e, 458, 4700i, 4750i, 550i, 554e, 558, 650i, 654e, 750i, 754e, 758, 808, 958;bizhub C224e, C227, C250i, C258, C284e, C287, C300i, C308, C3300i, C3320i, C3350i, C360i, C364e, C368, C4000i, C4050i, C450i, C454, C454e, C550i, C554e, C650i, C654e, C659, C750i, C754e, C759;bizhub PRO 958",Ролик захвата бумаги,Pick-up Roller,Konica Minolta,оригинальный,не предусмотрено,нет данных,не предусмотрено,A5C1562200,A5C15622FR,"Konica Minolta bizhub 224e, 227, 284e, 287, 300i, 308, 360i, 364e, 367, 4050i, 450i, 454e, 458, 4700i, 4750i, 550i, 554e, 558, 650i, 654e, 750i, 754e, 758, 808, 958; bizhub C224e, C227, C250i, C258, C284e, C287, C300i, C308, C3300i, C3320i, C3350i, C360i, C364e, C368, C4000i, C4050i, C450i, C454, C454e, C550i, C554e, C650i, C654e, C659, C750i, C754e, C759; bizhub PRO 958",C224/C754,Захватывающий ролик Резиновый ролик Ремкомплект роликов подач Ролик байпасс Ролик для захвата бумаги Ролик для кассеты Ролик для лотка Ролик для лотка подачи Ролик для МФУ Ролик для подачи Ролик для подачи бумаги Ролик для подачи документов Ролик для подачи листов Ролик для принтера Ролик для ручной подачи Ролик для транспортировки бумаги Ролик захвата Ролик захвата бумаги Ролик лотка Ролик отделения (Retard Roll) Ролик подачи Ролик подачи (Feed Roll) Ролик подачи бумаги Ролик подачи в сборе Ролик подачи листов Ролик подачи ручного лотка Ролик подхвата Ролик bypass Bypass roll Document Feed Roller Feed Roll Feed Roller Paper Feed Roller Paper Transport Roller Pick-up Roller Roller Repair Tray Feed Roller Минолта Минольта бицхаб бизхаб 224e 227 284e 287 300i 308 360i 364e 367 4050i 450i 454e 458 4700i 4750i 550i 554e 558 650i 654e 750i 754e 758 C224e C227 C250i C258 C284e C287 C300i C308 C3300i C3320i C3350i C360i C364e C368 C4000i C4050i C450i C454 C454e C550i C554e C650i C654e C659 C750i C754e C759 958 224e 284e 300i 360i 364e 4050i 450i 454e 4700i 4750i 550i 554e 650i 654e 750i 754e C 224e C 227 C 250i C 258 C 284e C 287 C 300i C 308 C 3300i C 3320i C 3350i C 360i C 364e C 368 C 4000i C 4050i C 450i C 454 C 454e C 550i C 554e C 650i C 654e C 659 C 750i C 754e C 759 224е 284е 300i 360i 364е 4050i 450i 454е 4700i 4750i 550i 554е 650i 654е 750i 754е С224е С227 С250i С258 С284е С287 С300i С308 С3300i С3320i С3350i С360i С364е С368 С4000i С4050i С450i С454 С454е С550i С554е С650i С654е С659 С750i С754е С759,Подача и вывод материала,Ролики подачи и захвата,"12, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000033573,"Комплект роликов лотка ручной подачи (MSI roller kit (Feed, Nudger & Retard Roll)) оригинал. для Xerox C550/DC250/Versant 80, 604K23660",,,12,0,1190.0,1190.0,"Xerox Color C550, C560, C570; C60, C70; C75, J75;Digital Color Press DC700, DC700i, DC770;DocuColor DC240, DC250, DC242, DC252, DC260;PrimeLink C9065, C9070;Versant 80, 170i, 180, 180i, 280; 2100, 3100, 3100i, 4100;D95 D110, D125, D136;WorkCentre 7655, 7665;VersaLink B7025, B7030, B7035; B7125, B7130, B7135; C7000, C7020, C7025, C7030;Phaser 5500, 5550",Комплект роликов лотка ручной подачи,"MSI roller kit (Feed, Nudger & Retard Roll)",Xerox,оригинальный,не предусмотрено,нет данных,не предусмотрено,604K23660,008R13196,"Xerox Color C550, C560, C570; C60, C70; C75, J75; Digital Color Press DC700, DC700i, DC770; DocuColor DC240, DC250, DC242, DC252, DC260; PrimeLink C9065, C9070; Versant 80, 170i, 180, 180i, 280; 2100, 3100, 3100i, 4100; D95 D110, D125, D136; WorkCentre 7655, 7665; VersaLink B7025, B7030, B7035; B7125, B7130, B7135; C7000, C7020, C7025, C7030; Phaser 5500, 5550",C550/DC250/Versant 80,Комплект для захвата бумаги Комплект для подачи бумаги Комплект для подачи документов Комплект для подачи листов Комплект из трех роликов Комплект подающих роликов Комплект роликов байпасс Комплект роликов для подачи Комплект роликов для принтера Комплект роликов подачи бумаги Комплект роликов подачи ручного лотка Комплект роликов протяжки бумаги Комплект роликов bypass Набор захватывающих роликов Набор подающих роликов Набор роликов для МФУ Набор роликов лотка Оригинальный набор роликов Xerox Подталкивающий ролик (Nudger Roll) Резиновые ролики Ремкомплект роликов для лотков 1-4 Ремкомплект роликов подач Ролик отделения (Retard Roll) Ролик подачи (Feed Roll) Ролики для лотка Ролики для лотка подачи Ролики для подачи бумаги Ролики для ручной подачи Ролики для транспортировки бумаги Ролики захвата Ролики захвата бумаги Ролики подачи Ролики подачи в сборе Ролики подачи листов Ролики подхвата Роликовый комплект Сервисный комплект роликов подачи Bypass roll kit Document Feed Roller Kit Feed Roll Kit Feed Roller Assembly Paper Feed Roller Kit Paper Transport Roller Paper Transport Roller Kit Pick-up Roller Kit Roller Repair Kit tray 1-4 roll kit Tray Feed Roller Kit Xerox Color C550 C560 C570 C60 C70 C75 J75 C 560 C 570 C 60 C 70 C 75 J 75 Digital Color Press DC700 DC700i DC770 DC 700 DC 700i DC 770 DocuColor DC240 DC250 DC242 DC252 DC260 DC 240 DC 250 DC 242 DC 252 DC 260 PrimeLink Prime Link C9065 C9070 C 9065 C 9070 Versant 80 170i 180 180i 280 2100 3100 3100i 4100 D95 D110 D125 D136 D 95 D 110 D 125 D 136 WorkCentre Work Centre 7655 7665 VersaLink Versa Link B7025 B7030 B7035 B7125 B7130 B7135 C7000 C7020 C7025 C7030 B 7025 B 7030 B 7035 B 7125 B 7130 B 7135 C 7000 C 7020 C 7025 C 7030 Phaser 5500 5550 праймлинк прайм линк колор калэр калор пресс доку воркцентр вёркцентр ворк центр вёрк центр версант диси версалинк верса линк фазер C75 J75 DC 700 DC770 C550 C560 C570 C60 C70 C9065 C9070 V80 V180 V280 D95 D110 D125 D136 DC 240 DC 242 DC 250 DC 252 DC 260 B9100 B9110 B9125 B9136 WC 7655 WC 7665 С75 J75 DС700 DС770 С550 С560 С570 С60 С70 С9065 С9070 В80 В180 В280 DС240 DС242 DС250 DС252 DС260 В9100 В9110 В9125 В9136 WС7655 WС7665 Продукция предназначена для Версант Вёрсант Версанта Докупринт колор калэр Альталинк Воркцентр,Подача и вывод материала,Ролики подачи и захвата,"55, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000033633,"Пылезащитный фильтр (Deve. Dust-proof Filter/2) оригинал. для Konica Minolta C1060/C4070, A50U172300/A50U169501",,,2,0,490.0,490.0,"Konica Minolta AccurioPress C2060, C2070, C2070P, C3070, C3080, C3080P, C4070, C4080, C83hc;AccurioPrint C2060L, C3070L, C4065, C4065P;bizhub PRESS C1060, C1070, C1070P, C71cf, C71hc;bizhub PRO C1060L;AccurioLabel 190",Пылезащитный фильтр,Deve. Dust-proof Filter/2,Konica Minolta,оригинальный,не предусмотрено,600000,не предусмотрено,A50U172300/A50U169501,A50U169500,"AccurioPress C2060, C2070, C2070P, C3070, C3080, C3080P, C4070, C4080, C83hc; AccurioPrint C2060L, C3070L, C4065, C4065P; bizhub PRESS C1060, C1070, C1070P, C71cf, C71hc; bizhub PRO C1060L; AccurioLabel 190",C1060/C4070,Фильтр от пыли Пылевой фильтр Фильтр блока Противопылевой фильтр Даст-прооф фильтр Даст-пруф Dust filter Даст-фильтр Developing Dustproof Даст прооф Фильтр второй Фильтр №2 Фильтр от тонерной пыли Пылеулавливающий фильтр Фильтр защиты от пыли Фильтр для принтера Фильтр для печатной машины Пылеудаление Улавливатель пыли Фильтрующий элемент Сетка фильтра Барьер пыли Пылесборник Фильтр для обслуживания Коника Минолта Минольта Акку Аку Акурио Акуриопресс Аккуриопресс Акуриопрес Аккуриопрес Акурио пресс Аккурио пресс Акурио прес Аккурио прес Акку Аку Акурио Акуриопринт Аккуриопринт Акурио принт Аккурио принт бицхаб бизхаб Пресс Прес лейбел лэйбел Акуриолэйбл Аккуриолэйбл Акуриолэйбел Аккуриолэйбэл Акурио лэйбл Аккурио лэйбел Акурио лэйбэл C2060 C 2060 C2070 C 2070 C2070P C 2070P C3070 C 3070 C3080 C 3080 C3080P C 3080P C4070 C 4070 C4080 C 4080 C83hc C2060L C 2060L C3070L C 3070L C4065 C 4065 C4065P C 4065P C1060 C 1060 C1070 C 1070 C1070P C 1070P C71cf C71hc C1060L C 1060L С2060 С2070 С2070Р С3070 С3080 С3080Р С4070 С4080 С83hc С2060L С3070L С4065 С4065Р С1060 С1070 С1070Р С71cf С71hc С1060L,Закрепление изображения,Фильтры,"6, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031444,"Картридж оригинал. Xerox 006R01662/CT201705, для цветных лазерных принтеров C60/70, желтый (yellow), 30000стр A4",,,5,0,6790.0,6790.0,Xerox Color C60/70,Картридж,,Xerox,оригинальный,,30000,,,006R01658,"Xerox Color C60, C70",C60/70,Xerox Color Colour C550 C560 C570 C60 C70 C 550 C 560 C 570 C 60 C 70 PrimeLink Prime Link C9065 C9070 C 9065 C 9070 Праймлинк колор калэр калор colour пресс ксерокс тонер туба replenisher краска,,,"1315, грамм",10 месяцев,,,,,,,,не предусмотрено,006R01526,006R01662,CT201705,желтый (yellow),для цветных лазерных принтеров,638,737,США,,,,,,,,,,,,,,,,,,,,,,,,
400000021432,"Дозирующее лезвие (doctor blade)  совместим. для лазерных принтеров Samsung ML-2165, Булат",,,14,0,43.18,46.93,"Дозирующее лезвие магнитного вала для лазерных принтеров Samsung ML2160, ML2165, SCX3400, SCX3405. Дозирующее лезвие предназначено для регулировки количества тонера наносимого на магнитный вал. Срок службы дозирующего лезвия напрямую зависит от качества используемого тонера.",,,,,,,,,,,,,,,,,,,,,"Samsung ML2160, ML2165, SCX3400, SCX3405",,Булат,,,,,,,,,,,,http://bulatgroup.ru,,,,,,,,,,,,,,,,,,,,,
400000024198,"Картридж оригинал. Konica Minolta TN-620M A3VX351/A3VX381, для цветных лазерных принтеров C1060L/C4065, пурпурный (magenta), 49000стр A4",,,22,0,8690.0,8689.99,"Konica Minolta AccurioPrint C2060L, C3070L, C4065; Bizhub Pro C1060L",Картридж,,Konica Minolta,оригинальный,,49000,,,"A3VX331, A3VX354, A3VX356, A3VX358","Konica Minolta Bizhub Pro C1060L; AccurioPrint C2060L, C3070L, C4065, C4065P",C1060L/C4065,Konica Minolta Bizhub Pro C1060L AccurioPrint 3070L C2060L C4065 C4065P C 1060L C 2060L C 4065 C4065 P Коника Минолта Минольта Бизхаб Бицхаб пресс про Акурио Аккурио replenisher тонер туба флакон порошок краска,,,"1505, грамм",10 месяцев,,,,,,,,TN-620M,A3VX381,A3VX351,A3VX381,пурпурный (magenta),для цветных лазерных принтеров,1100,,Япония,,,,,,,,,,,,,,,,,,,,,,,,
400000021249,"Чип тонер-картриджа  совместим. для лазерных принтеров Kyocera FS-C2026/C2126MFP (TK-590C), голубой (cyan), 5000стр A4, Tonex",,,1,0,110.93,128.83,"Чип для принтеров Kyocera FS-C2026, C2126MFP и картриджей TK-590C. Чип для картриджа — микросхема памяти, на которой записаны характеристики картриджа. Количество израсходованного тонера, подсчитанное чипом, лишь приблизительно и на момент когда, согласно подсчету, тонер израсходован и печать блокируется, картридж содержит еще около 30% тонера. Таким образом, замена чипа позволяет значительно сэкономить на расходных материалах лазерного принтера.",,,,,,,,,,,,,,,,,,,,TK-590C,"Kyocera FS C2026, C2126MFP",,Tonex,,,,,,,,,,,,,универсальный,,,,,,,,,,,,,,,,,,,,
400000018346,"Чип тонер-картриджа  совместим. для лазерных принтеров Kyocera Mita FS-1100 TK-140 (AUMTFS1100030), черный (black), 4000стр A4, Булат",,,4,0,68.93,81.6,"Чип для лазерных принтеров Kyocera Mita FS- 1100, и картриджей TK-140.Чип для лазерного картриджа — микросхема памяти, на которой записаны характеристики картриджа. Количество израсходованного тонера, подсчитанное чипом, лишь приблизительно и на момент когда, согласно подсчету, тонер израсходован и печать блокируется, картридж содержит еще около 30% тонера. Таким образом, замена чипа позволяет значительно сэкономить на расходных материалах лазерного принтера.",,,,,,,,,,,,,,,,,,,,TK-140,"Kyocera Mita FS- 1100,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000018130,"Картридж совместимый для ч/б лазерных принтеров Canon и HP, RTC Q5949A/Q7553A, черный (black), с чипом, 3000стр A4, Булат 7Q",,,1,0,925.0,1005.42,"Черный тонер-картридж для принтеров HP LJ 1160, LJ 1320, P2015, а также Canon LBP 3300, 3360, 3310, 3370, заменяющий оригинальные картриджи HP Q5949A, Q7553A, и Canon 708H, 715H.Тонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,Булат,,,,,,,,,,,,http://www.bulatgroup.ru,,RTC Q5949A/Q7553A с чипом,black (черный),"HP Q5949A, Q7553A, C708H, С715H","HP LJ 1160, 1320, 3390, 3392, M2727, P2014, 2015, Canon LBP 3300, 3360, 3310, 3370",3000,,,,,,,,,,,,,,,
400000030638,"Фотобарабан  совместим. для лазерных принтеров Samsung ML 1910, Китай",,,30,0,112.17,121.92,"Фотобарабан для принтеров Samsung ML 1910, ML 1915, ML 2520, ML 2525, ML 2540, ML 2580, ML-2850, SCX 4600, SCX 4605, SCX 4610, SCX 4623, SF 650",Фотобарабан,,Китай,совместимый,Samsung ML 1910,нет данных,не предусмотрено,,,,,"Samsung ML 1910, ML 1915, ML 2520, ML 2525, ML 2540, ML 2580, ML-2850, SCX 4600, SCX 4605, SCX 4610, SCX 4623, SF 650",,,"50, грамм",Гарантия на данный товар не предоставляется,RST,Samsung MLT D105S,Фотобарабаны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000033721,"Втулка ролика переноса (Transfer Roller Bearing/ K) оригинал. для Konica Minolta C1070/C83hc, A50U505700",,,4,0,490.0,490.0,"AccurioPress C2060, C2070, C2070P, C3070, C3080, C3080P, C4070, C4080, C83hc;AccurioPrint C2060L, C3070L, C4065, C4065P;bizhub PRESS C1060, C1070, C1070P, C71cf, C71hc;bizhub PRO C1060L;AccurioLabel 190, 230",Втулка ролика переноса,Transfer Roller Bearing/ K,Konica Minolta,оригинальный,не предусмотрено,3520000,не предусмотрено,A50U505700,нет данных,"AccurioPress C2060, C2070, C2070P, C3070, C3080, C3080P, C4070, C4080, C83hc; AccurioPrint C2060L, C3070L, C4065, C4065P; bizhub PRESS C1060, C1070, C1070P, C71cf, C71hc; bizhub PRO C1060L; AccurioLabel 190, 230",C1070/C83hc,Втулка ролика переноса Подшипник ролика переноса Втулка трансферного ролика Подшипник скольжения Бушинг ролика переноса Подшипник трансферного ролика Трансферная втулка Втулка вала переноса Подшипник второго переноса Скользящая втулка Вкладыш подшипника Трансферный подшипник Роликоподшипник Втулка для ролика Подшипник скольжения ролика Бушинг для принтера Подшипник узла переноса Скользящий элемент Втулка второго трансфера Transfer Power Bushing Втулка Transfer Roller Bushing для ролика переноса Подшипник Transfer Unit Втулка вала переноса Направляющая втулка Transfer Опорный подшипник ролика переноса Пластиковая втулка ролика переноса Подшипник скольжения переносного вала Оригинальная запчасть Konica Minolta Запасная часть для принтера Konica Minolta оригинал Koника Minolta Акку Аку Акурио Акуриопресс Аккуриопринт Акурио пресс Аккурио принт бицхаб бизхаб Пресс Прес Про лейбел лэйбел Акуриолэйбл Аккуриолэйбл Акуриолэйбел Аккуриолэйбэл Акурио лэйбл Акурио лэйбел Акурио лэйбэл C2060 C 2060 C2070 C 2070 C2070P C 2070P C3070 C 3070 C3080 C 3080 C3080P C 3080P C4070 C 4070 C4080 C 4080 C83hc C 83hc C2060L C 2060L C3070L C 3070L C4065 C 4065 C4065P C 4065P C1060 C 1060 C1070 C 1070 C1070P C 1070P C71cf C 71cf C71hc C 71hc C1060L C 1060L 190 230 С2060 С2070 С2070Р С3070 С3080 С3080Р С4070 С4080 С83hc С2060L С3070L С4065 С4065Р С1060 С1070 С1070Р С71cf С71hc С1060L,Перенос изображения,"Подшипники, шестерни, втулки","3, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000024344,"Чип тонер-картриджа  совместим. для лазерных принтеров Kyocera FS-C8600/8650 (TK-8600K), черный (black), 30000стр A4, Tonex",,,1,0,52.95,62.67,"Чип для лазерных принтеров Kyocera FS-C8600, 8650 и картриджей TK-8600K, черный (black). Чип для лазерного картриджа — микросхема памяти, на которой записаны характеристики картриджа. Количество израсходованного тонера, подсчитанное чипом, лишь приблизительно и на момент когда, согласно подсчету, тонер израсходован и печать блокируется, картридж содержит еще около 30% тонера. Таким образом, замена чипа позволяет значительно сэкономить на расходных материалах лазерного принтера.Чип для принтеров Kyocera FS-C8600, 8650",,,,,,,,,,,,,,,,,,,,TK-8600K,"Kyocera FS-C8600, 8650",,Tonex,,,,,,,,,,,,,,,черный (black),,,,,,,,,,,,,,,,,,
