printer_id,cartridges,parts
400000026503,400000013499,"400000009229,400000002831,400000016407"
400000026665,400000026663,400000022273
400000026718,,"400000025156,400000021215"
400000032407,,"400000032108,400000031838,400000032581,400000032516,400000032121,400000033704,400000032151,400000033573,400000032577,400000032104"
400000033269,,400000033194
400000027687,,"400000011450,400000030894,400000023989,400000030896,400000030895,400000016173,400000031615,400000021871"
400000029772,"400000030269,400000023506",
400000032433,,"400000031116,400000032570,400000030897,400000031104,400000031433,400000031615,400000021871"
400000026481,400000013499,"400000009229,400000002831,400000016407"
400000027096,"400000014786,400000015579","400000009850,400000014883,400000030165,400000030021,400000012999"
400000032681,"400000032478,400000032479,400000032480,400000032477",400000030896
400000033540,,400000030896
400000028577,400000013499,"400000002831,400000016407"
400000026872,400000020147,"400000030638,400000021245"
400000028104,400000024237,"400000023678,400000030642"
400000032663,,"400000032570,400000030897,400000031433,400000021871"
400000028894,"400000013848,400000026130,400000015579","400000009850,400000014883,400000030165,400000030021,400000012999"
400000032670,,"400000032570,400000030897,400000030894"
400000026868,,400000021245
400000033282,,400000033194
400000026234,,"400000024174,400000024602,400000024601"
400000026343,,400000026704
400000026337,,400000024601
400000032390,,"400000030894,400000032570,400000031613,400000031427,400000030896,400000032568,400000016173,400000031615,400000021871"
400000030979,"400000031472,400000030669,400000030667,400000033319,400000030666","400000032258,400000031513,400000031366,400000031429,400000031511,400000030970,400000031514,400000031365,400000030949,400000031434,400000031512,400000033720"
400000032653,,"400000032570,400000030897"
400000032397,,"400000033346,400000033187,400000032259,400000031431,400000031615,400000030671,400000030673,400000031871,400000033185,400000033182,400000031931,400000030974,400000031929,400000033191,400000031115,400000033241,400000030975,400000033720,400000033186"
400000026164,,400000024601
400000033424,,400000030896
400000026264,400000019127,"400000030652,400000030648,400000030650,400000033383,400000024601,400000024174"
400000031012,400000033051,"400000030887,400000030894,400000030907,400000031609,400000031364,400000030886,400000031615"
400000026448,400000026217,"400000030345,400000026018"
400000028382,,400000002831
400000026281,,"400000030652,400000030648,400000030650,400000024601,400000033383,400000024174"
400000033173,,"400000032516,400000032581"
400000027688,,"400000030896,400000023989"
400000032399,"400000030969,400000030967,400000030966,400000030968","400000032581,400000031846,400000032701,400000033545,400000032565,400000032578,400000032940,400000032868,400000032580,400000032566,400000033573,400000031847,400000033575,400000032516,400000032579,400000032517,400000031848,400000032556,400000031849,400000032703,400000032702,400000032563,400000032627"
400000033505,,400000032908
400000033429,,400000030896
400000033752,400000033642,400000032005
400000032402,"400000031438,400000031935,400000032976,400000031442,400000031439,400000031444,400000031440,400000032977,400000031441,400000031437,400000031443,400000032975,400000032348,400000032974","400000031837,400000032581,400000031840,400000031575,400000031974,400000031971,400000031844,400000032104,400000031836,400000032108,400000031838,400000032003,400000032557,400000031841,400000032873,400000031842,400000031843,400000031940,400000033704,400000031972,400000033573,400000032577,400000031839,400000032002,400000032516,400000032874,400000031973,400000032576,400000032150,400000032872,400000031576,400000032121,400000032875,400000031975,400000032151,400000031574"
400000026463,400000013499,"400000009229,400000002831,400000021723,400000009931,400000021698,400000021558,400000033096,400000016407"
400000026879,,400000030019
400000027123,400000027258,"400000025158,400000030344"
400000026747,400000014790,"400000025156,400000030640,400000021215"
400000032386,,"400000032106,400000032570,400000031087,400000031615,400000030894,400000031222,400000030946,400000030896,400000030897,400000031673,400000016173,400000021871,400000031520,400000032500,400000030947,400000032105,400000031612,400000032569,400000032568"
400000032423,"400000032292,400000031352,400000031351","400000033240,400000030973,400000033728,400000031516,400000031346,400000033180,400000033732,400000031422,400000033632,400000033702,400000032259,400000033703,400000031420,400000031615,400000031871,400000033722,400000031471,400000033182,400000033633,400000031518,400000032870,400000031931,400000033636,400000033721,400000033184,400000031929,400000031115,400000031470,400000033720,400000033713,400000031802,400000031515,400000033635,400000033181,400000033723"
400000028585,400000013499,"400000002831,400000016407"
400000032472,"400000031829,400000031827","400000032148,400000032684,400000032147"
400000027241,400000018136,
400000026271,400000026272,"400000030648,400000024153,400000030650,400000024601,400000033383,400000024174"
400000033820,,"400000031931,400000033186"
400000033400,,400000031923
400000027218,,400000022938
400000028872,400000022914,400000016877
400000028663,"400000016596,400000016081,400000016957,400000016080","400000016908,400000026157,400000022933,400000015427"
400000029765,"400000030269,400000023506",
400000026679,,"400000025156,400000030640,400000021215"
400000026963,,400000007891
400000028826,400000027258,"400000030635,400000027144,400000025158,400000030344"
400000026591,400000020052,"400000030314,400000030165"
400000028969,400000024237,400000023678
400000026551,400000023293,"400000021214,400000002831,400000030165,400000013502"
400000028749,,"400000016908,400000026157,400000022933,400000011107"
400000026883,,"400000015222,400000021215"
400000028808,"400000014786,400000015579","400000009850,400000030165,400000030021,400000012999"
400000030721,,"400000032260,400000032570,400000031613,400000031087,400000031615,400000030894,400000031676,400000031674,400000030896,400000021871,400000030947,400000031427,400000031675,400000032569,400000032568"
400000033472,,"400000030896,400000030894"
400000026279,,"400000024601,400000024174,400000030652"
400000026673,"200000001110,400000012655","200000001644,400000022273"
400000028643,"400000016596,400000016081,400000016957,400000016080,400000025604","400000016908,400000026157,400000022933,400000015427"
400000033460,,400000030896
400000033399,,400000031923
400000028727,"400000032753,400000032752,400000032755,400000032754,400000018144","400000015427,400000022933,400000030612"
400000029481,"400000033785,400000033784,400000033786,400000033787","400000032570,400000031611,400000030895,400000031615,400000030894,400000031222,400000030946,400000030896,400000030897,400000030945,400000016173,400000021871,400000031520,400000032500,400000031920,400000032569,400000032568"
400000026445,400000012250,"400000002831,400000033095"
400000028992,,400000002803
400000027273,400000018695,400000023678
400000033789,,400000033697
400000026479,400000013499,"400000009229,400000002831,400000016407"
400000026934,,"400000021560,400000022448"
400000033447,,"400000031871,400000031931"
400000026645,,"400000029975,400000033101"
400000028724,"400000032753,400000032752,400000032755,400000032754,400000018144","400000015427,400000022933,400000030612"
400000026786,,400000014982
400000026955,400000014788,"400000033110,400000030639,400000016877"
400000032389,,"400000032570,400000031613,400000030896,400000032568,400000031615,400000021871"
400000026866,,400000021245
400000028852,,"400000030640,400000021215"
400000027238,400000027209,"400000029060,400000033102"
400000033762,"400000033691,400000033690,400000033689,400000033692",400000033698
400000029515,,400000030343
400000026247,,"400000024174,400000024601"
400000026557,"400000030385,400000022449","400000015038,400000022452"
400000032370,,"400000030896,400000031817,400000031615"
400000026781,,400000014982
400000032359,"400000031438,400000031935,400000032976,400000031442,400000031439,400000031444,400000031440,400000032977,400000031441,400000031437,400000031443,400000032975,400000032348,400000032974","400000031837,400000032581,400000031840,400000031982,400000031971,400000031844,400000032104,400000031981,400000031836,400000032108,400000031838,400000032557,400000031841,400000032873,400000031842,400000031843,400000031983,400000033704,400000033573,400000032577,400000031839,400000032516,400000032874,400000032576,400000032150,400000032872,400000032121,400000032875,400000031980,400000032151"
400000026629,"400000014786,400000015579","400000009850,400000030017,400000030314,400000014883,400000030165,400000033101,400000030021,400000012999"
400000028657,,"400000016908,400000026157,400000022933,400000015427"
400000033257,,"400000033194,400000033195"
400000033267,,400000033194
400000028807,"400000013848,400000026130,400000015579","400000009850,400000014883,400000030165,400000030021,400000012999"
400000026449,400000026217,400000026018
400000026580,,"400000030314,400000030165"
400000027906,"400000016596,400000016081,400000016957,400000016080","400000016908,400000026157,400000022933,400000015427"
400000029746,,400000030638
400000026622,"400000014786,400000030271,400000015579","400000009850,400000030017,400000030314,400000030165,400000030021,400000012999,400000022453"
400000032369,,"400000030896,400000031817"
400000026584,400000026587,
400000028024,,"400000015020,400000016322,400000016325,400000015018,400000015019,400000016323,400000016324"
400000033791,,400000033698
400000026953,400000014788,"400000033110,400000030639,400000016877"
400000032441,,"400000033346,400000031803,400000033187,400000031431,400000030671,400000030673,400000031871,400000033185,400000031931,400000031934,400000032978,400000033191,400000031115,400000031823,400000033186"
400000026873,400000025992,400000030024
400000027811,,"400000016908,400000022933,400000015427"
400000026936,,"400000021560,400000022448"
400000026538,400000018130,"400000021214,400000015038,400000002831"
400000032425,"400000032831,400000024198,400000032833,400000032832","400000031516,400000031422,400000033632,400000031420,400000031871,400000033722,400000031471,400000033182,400000033633,400000032870,400000031931,400000031870,400000033636,400000033721,400000033184,400000031929,400000033720,400000033713,400000031802,400000033635"
400000030977,,400000033102
400000027873,,"400000016908,400000022933"
400000033500,,400000030896
400000027934,"400000016596,400000016081,400000016957,400000016080","400000016908,400000026157,400000022933,400000011107,400000015427"
400000027768,,400000022933
400000033440,,400000030896
400000027812,,"400000026157,400000022933,400000015427"
400000026730,,"400000025156,400000021215"
400000026575,,400000015038
400000026390,,"400000033097,400000002831,400000020431,400000011759"
400000026350,,400000030655
400000032661,,"400000011450,400000030894,400000030896,400000016173,400000021871"
400000028712,,"400000022933,400000002802"
400000027930,"400000016596,400000016081,400000016957,400000016080","400000016908,400000026157,400000022933,400000011107,400000015427"
400000007116,400000023293,"400000021214,400000030314,400000002831,400000030165,400000013502,400000030313,400000021558"
400000026777,,400000021215
400000026539,400000018130,"400000021214,400000002831"
400000032465,"400000031829,400000031827","400000032148,400000032684,400000032147"
400000027914,"400000016596,400000016081,400000016957,400000016080","400000016908,400000026157,400000022933,400000011107,400000015427"
400000026957,,400000022448
400000026213,"400000021431,400000020244",
400000026454,400000026217,"400000030345,400000026018"
400000027107,400000023293,"400000021214,400000002831,400000030165,400000013502"
400000027810,,"400000016908,400000026157,400000022933,400000015427"
400000033442,,400000030896
400000032360,"400000031438,400000031935,400000032976,400000031442,400000031439,400000031444,400000031440,400000032977,400000031441,400000031437,400000031443,400000032975,400000032348,400000032974","400000031837,400000032581,400000031840,400000031982,400000031971,400000031844,400000032104,400000031981,400000031836,400000032108,400000031838,400000032557,400000031841,400000032873,400000031842,400000031843,400000031983,400000033704,400000033573,400000032577,400000031839,400000032516,400000032874,400000032576,400000032150,400000032872,400000032121,400000032875,400000031980,400000032151"
400000032419,400000024192,"400000031932,400000031868,400000031867,400000032908"
400000032365,,"400000032260,400000030894,400000030947,400000031676,400000031613,400000032570,400000031427,400000031674,400000030896,400000031675,400000031087,400000032569,400000031615,400000021871"
400000027275,400000018695,400000023678
400000028797,"400000014786,400000015579","400000009850,400000014883,400000030165,400000030021,400000012999"
400000027875,,"400000016908,400000022933,400000011107"
400000026669,400000012655,400000022273
400000032383,,"400000031871,400000033722,400000033182,400000033636,400000033713,400000031802,400000031346,400000031931,400000032870,400000033720"
400000029763,"400000030269,400000023506",
400000033425,,400000030896
400000028880,,"400000009229,400000021723"
400000026473,400000013499,"400000009229,400000002831,400000009931,400000021558,400000016407"
400000032635,,"400000031922,400000030894,400000032570,400000031427,400000030897,400000021871"
400000026643,,"400000029975,400000029976,400000024837,400000033101,400000021558,400000029977"
400000028409,,400000002831
400000026221,400000033800,400000018342
400000026733,400000023218,"400000025156,400000015967,400000021215"
400000032645,"400000031936,400000031937,400000031939,400000031938","400000031852,400000033245,400000032574,400000033246,400000031850,400000033704,400000032562,400000033247,400000031851,400000031853"
400000028121,400000024237,"400000023678,400000030642"
400000033258,,"400000033194,400000033195"
400000026351,,400000030655
400000031006,,"400000030907,400000032570,400000031611,400000031615,400000030894,400000031222,400000030896,400000030897,400000016173,400000030886,400000021871,400000031427,400000030887,400000032568"
400000028173,400000025991,400000033101
400000028760,,"400000015427,400000022933"
400000029465,,400000015222
400000026623,"400000014786,400000015579","400000009850,400000030017,400000030314,400000014883,400000030165,400000030021,400000012999"
400000033473,,"400000030896,400000030894"
400000026203,400000018135,400000024601
400000027292,"400000019642,400000019681",
400000030981,,"400000030061,400000030346"
400000029006,,"400000015503,400000022452"
400000028715,,"400000022933,400000002802"
400000026975,,400000022363
400000028871,400000022914,400000016877
400000026837,400000015226,"400000030638,400000027147,400000021245"
400000027278,400000019642,
400000026720,,"400000025156,400000030640,400000021215"
400000033250,,"400000033240,400000030973,400000033180,400000031422,400000033632,400000031420,400000033703,400000031871,400000033722,400000031471,400000033182,400000033633,400000032870,400000031931,400000033636,400000033721,400000033184,400000031115,400000031470,400000033720,400000033713,400000031802,400000033635,400000033181,400000033723,400000031435"
400000028408,,400000002831
400000027105,400000014786,"400000009850,400000014883,400000030165,400000030021,400000012999"
400000026421,400000012250,400000002831
400000029538,,"400000021249,400000021250"
400000033165,"400000031102,400000031100,400000031101,400000032115","400000033719,400000033359,400000033244,400000033361,400000033651,400000033360,400000033338"
400000031076,,"400000030894,400000031364,400000030895,400000031817,400000031615"
400000032467,"400000031829,400000031827","400000032148,400000032684,400000032147"
400000026606,"400000013848,400000026130,400000015579","400000009850,400000030017,400000030314,400000014883,400000030165,400000030021,400000012999"
400000030619,400000006702,
400000026662,400000012655,"200000001644,400000022273"
400000026641,400000025991,"400000029975,400000029976,400000024837,400000033101,400000030311,400000026019,400000021558,400000029977"
400000028645,,"400000016908,400000026157,400000022933"
400000032668,,"400000032570,400000030897,400000030894"
400000032355,"400000032831,400000024198,400000032833,400000032832","400000033240,400000033346,400000030973,400000030972,400000031516,400000031346,400000033180,400000031422,400000033632,400000031420,400000033703,400000032259,400000031871,400000033722,400000031471,400000033182,400000033633,400000031518,400000032870,400000031931,400000033636,400000033721,400000033184,400000031929,400000031470,400000033720,400000033713,400000031802,400000031515,400000033635,400000033181,400000033723,400000031435"
400000033654,,400000033573
400000028461,,400000002831
400000026229,400000019123,"400000030646,400000024601,400000022503"
400000033813,,"400000032686,400000032687"
400000027291,"400000019642,400000019681",
400000026559,"400000030385,400000022449","400000015038,400000022452"
400000026226,400000019122,"400000030646,400000024601"
400000026680,,"400000025156,400000030640,400000021215"
400000026802,400000014788,"400000033110,400000021432,400000030639,400000016877,400000020379"
400000026480,400000013499,"400000009229,400000002831,400000016407"
400000032375,"400000032292,400000031352,400000031351","400000033240,400000030973,400000031516,400000031346,400000033180,400000031422,400000033632,400000031420,400000032259,400000033703,400000031871,400000033722,400000031471,400000033182,400000033633,400000031518,400000032870,400000031931,400000033636,400000033721,400000033184,400000031929,400000031115,400000031470,400000033720,400000033713,400000031802,400000031515,400000033635,400000033181,400000033723,400000031435"
400000027803,,"400000026157,400000015427,400000022933"
400000031032,,"400000030894,400000031222,400000032570,400000031611,400000030896,400000030897,400000032568,400000030895,400000016173,400000031615,400000021871"
400000026202,400000018135,400000024601
400000031067,,"400000030894,400000030895,400000031615"
400000033517,,400000030896
400000026808,400000022914,"400000033110,400000016877,400000030639"
400000031044,,"400000030894,400000032570,400000030896,400000030895,400000031615"
400000026210,,400000024601
400000029478,400000020132,400000022278
400000032357,,"400000030973,400000033728,400000030972,400000031516,400000031422,400000033632,400000033702,400000032259,400000031420,400000031471,400000033722,400000033633,400000032870,400000033636,400000033721,400000031929,400000031115,400000031470,400000033720,400000031802,400000031515,400000033635,400000033181"
400000028859,400000015226,"400000027147,400000021245"
400000026345,,"400000030655,400000026704"
400000026887,,"400000015222,400000021215"
400000026743,400000014790,"400000025156,400000030640,400000021215"
400000033535,,400000030896
400000029468,,400000016210
400000033280,,400000033194
400000026467,400000013499,"400000009229,400000002831,400000009931,400000021698,400000021558,400000033096,400000016407"
400000028031,,"400000016912,400000016911,400000016913,400000012701"
400000033445,,"400000031871,400000031931"
400000026541,"400000030369,400000020348,400000021556","400000015038,400000022452"
400000032417,,"400000031868,400000031866,400000031615"
400000029767,"400000030269,400000023506",
400000026596,400000015579,"400000009850,400000030017,400000030314,400000014883,400000030165,400000030021,400000012999"
400000028399,,400000002831
400000033541,,400000030896
400000028032,,"400000016912,400000016911,400000016913,400000012701"
400000026774,,400000022273
400000028951,400000028961,"400000030641,400000025926"
400000026219,400000019401,"400000023832,400000024601"
400000027928,"400000016596,400000016081,400000016957,400000016080","400000016908,400000026157,400000022933,400000011107,400000015427"
400000028864,400000020147,"400000030638,400000021245"
400000026884,,400000030061
400000026835,400000015226,"400000030638,400000027147,400000021245"
400000027927,"400000016596,400000016081,400000016957,400000016080","400000016908,400000026157,400000022933,400000011107,400000015427"
400000028820,,"400000030635,400000025158"
400000028462,,400000002831
400000026235,,"400000024174,400000024602,400000024601"
400000028953,400000028961,400000025926
400000028664,,"400000022933,400000002802"
400000032643,"400000031936,400000031937,400000031939,400000031938","400000031852,400000033245,400000032574,400000033246,400000031850,400000032562,400000033247,400000031851,400000031853"
400000026529,400000018130,"400000033098,400000021214,400000015038,400000002831,400000021698,400000021558"
400000026984,400000012992,"400000021214,400000002831"
400000033478,,"400000030894,400000031427,400000030896,400000030897,400000016173"
400000028954,400000028961,400000025926
400000033438,,400000030896
400000026574,,400000015038
400000032434,,"400000031116,400000032570,400000030897,400000031104,400000031433,400000031615,400000021871"
400000029042,,"400000030314,400000027143,400000030165"
400000030720,400000033051,"400000030887,400000030894,400000030907,400000031609,400000031364,400000030886,400000031615"
400000026932,,400000022448
400000033266,,400000033194
400000028769,,"400000026157,400000022933"
400000028821,,"400000030635,400000027144,400000025158"
400000026671,400000012655,400000022273
400000028722,,"400000022933,400000002802"
400000030982,"400000031668,400000032840,400000032842,400000030962,400000031873,400000032839,400000032841","400000032581,400000031846,400000033545,400000032565,400000032578,400000032940,400000031985,400000032868,400000032580,400000032566,400000033573,400000031847,400000031987,400000031986,400000033575,400000031984,400000032516,400000032579,400000032517,400000031848,400000032556,400000031849,400000032563"
400000032456,"400000031862,400000029630,400000031860,400000032153,400000031863","400000031922,400000030894,400000031427,400000030897,400000031104,400000021871"
400000026862,,400000021245
400000030997,"400000031924,400000031926,400000032968,400000032970,400000031927,400000032969,400000031925","400000031837,400000033580,400000032581,400000032622,400000031840,400000031844,400000032104,400000031836,400000032108,400000031838,400000031841,400000031842,400000031843,400000033579,400000033573,400000032577,400000031839,400000033575,400000032516,400000032576,400000032121,400000033578,400000032629,400000032151,400000033581"
400000028763,,"400000026157,400000022933"
400000029050,,"400000030314,400000027143,400000030165"
400000028795,"400000013848,400000015579","400000009850,400000014883,400000030165,400000030021,400000012999"
400000032412,,"400000032108,400000031838,400000032581,400000032516,400000032121,400000032577,400000032104"
400000032367,400000032353,"400000031932,400000030894,400000031867,400000032908"
400000028801,,"400000030017,400000030314,400000009850"
400000032673,"400000031936,400000031937,400000031939,400000031938","400000031852,400000033245,400000032574,400000033246,400000031850,400000033704,400000032562,400000033247,400000031851,400000031853"
400000028962,400000028961,"400000030641,400000025926"
400000030985,400000005764,
400000026468,400000013499,"400000009229,400000002831,400000009931,400000021698,400000021558,400000033096,400000016407"
400000032641,"400000031936,400000031937,400000031939,400000031938","400000031852,400000033245,400000032574,400000033246,400000031850,400000032562,400000033247,400000031851,400000031853"
400000028895,"400000014786,400000015579","400000009850,400000030165,400000030021,400000012999"
400000030984,400000005764,
400000028743,"400000016596,400000016081,400000016957,400000016080,400000025604","400000016908,400000026157,400000022933,400000015427"
400000032377,"400000032292,400000031352,400000031351","400000031516,400000031346,400000031422,400000033632,400000031420,400000032259,400000031871,400000033722,400000031471,400000033182,400000031865,400000031864,400000033633,400000032870,400000031931,400000031870,400000033636,400000033721,400000033184,400000031929,400000031470,400000033720,400000033713,400000031802,400000033635,400000033181,400000031435"
400000028866,400000014788,400000016877
400000027911,"400000016596,400000016081,400000016957,400000016080","400000016908,400000026157,400000022933,400000015427"
400000033668,,400000030950
400000028249,400000025991,400000033101
400000028720,,"400000022933,400000002802"
400000026892,,400000021215
400000033790,,400000033697
400000028410,,400000002831
400000026870,,"400000030638,400000021245"
400000033274,,"400000033194,400000033195"
400000028741,"400000016596,400000016081,400000016957,400000016080,400000025604","400000016908,400000026157,400000022933,400000015427"
400000028865,400000014788,"400000033110,400000030639,400000016877"
400000028757,"400000032753,400000032752,400000032755,400000032754,400000018144","400000015427,400000022933,400000030612"
400000026806,,"400000024056,400000016877"
400000029764,"400000030269,400000023506",
400000026225,400000019122,"400000030646,400000024601"
400000026461,400000013499,"400000009229,400000002831,400000021723,400000009931,400000021698,400000021558,400000033096,400000016407"
400000024051,400000024360,"400000030652,400000030648,400000024602,400000024601,400000033383,400000024174"
400000027110,400000023293,"400000021214,400000002831,400000030165,400000013502"
400000033175,,"400000032516,400000032581"
400000028964,400000028961,400000025926
400000033809,"400000032444,400000032443","400000032447,400000032449,400000033704,400000032448,400000032450"
400000026869,,"400000030638,400000021245"
400000026598,400000015579,"400000009850,400000030017,400000030314,400000014883,400000030165,400000030021,400000012999"
400000026865,,"400000020048,400000021245"
400000028756,"400000032753,400000032752,400000032755,400000032754,400000018144","400000015427,400000022933,400000030612"
400000026509,,400000020431
400000027264,400000018136,
400000033556,,400000032684
400000033818,,400000032684
400000032378,"400000033785,400000033784,400000033786,400000033787","400000032570,400000031611,400000031615,400000030894,400000031222,400000030946,400000030896,400000030945,400000021871,400000031520,400000032500,400000031920,400000032569,400000032568"
400000032394,,"400000031871,400000033722,400000033182,400000033636,400000033713,400000031802,400000031346,400000031931,400000032870,400000033720"
400000026834,400000015226,"400000032700,400000030638,400000027147,400000021245"
400000026204,400000018135,400000024601
400000027060,"400000030271,400000015579","400000009850,400000030017,400000030314,400000030165,400000030021,400000012999,400000022453"
400000033747,400000033642,400000032005
400000027276,400000018695,400000023678
400000032632,,"400000031922,400000030894,400000032570,400000031427,400000030897,400000021871"
400000026900,,"400000015041,400000015222,400000021215"
400000031010,400000033051,"400000030887,400000030894,400000030907,400000031609,400000030897,400000031364,400000030886,400000031615"
400000028863,,"400000030638,400000021245"
400000033133,"400000031936,400000031937,400000031939,400000031938","400000031852,400000033245,400000032574,400000031850,400000033247,400000031851,400000031853"
400000029500,,"400000009229,400000021723"
400000032474,"400000031829,400000031827","400000032148,400000032684,400000032147"
400000026286,400000024360,
400000032639,"400000031936,400000031937,400000031939,400000031938","400000031852,400000033245,400000032574,400000033246,400000031850,400000032562,400000033247,400000031851,400000031853"
400000027243,400000016140,400000022275
400000032640,"400000031936,400000031937,400000031939,400000031938","400000031852,400000033245,400000032574,400000033246,400000031850,400000032562,400000033247,400000031851,400000031853"
400000033495,,400000030896
400000029485,"400000033785,400000033784,400000033786,400000033787","400000032570,400000031611,400000030895,400000031615,400000030894,400000031222,400000030946,400000030896,400000030945,400000021871,400000031520,400000032500,400000031920,400000032569,400000032568"
400000029506,,400000021560
400000028946,"400000019681,400000019642",
400000033167,"400000031099,400000031102,400000031100,400000031101,400000032115","400000033719,400000033359,400000033244,400000033361,400000033651,400000033338"
