printer_id,cartridges,parts
400000032382,"400000032292,400000031352,400000031351","400000033240,400000030973,400000031516,400000031346,400000033180,400000031422,400000033632,400000031420,400000032259,400000033703,400000031871,400000033722,400000031471,400000033182,400000033633,400000031518,400000032870,400000031931,400000033636,400000033721,400000033184,400000031929,400000031115,400000031470,400000033720,400000033713,400000031802,400000031515,400000033635,400000033181,400000033723,400000031435"
400000028949,400000019642,
400000033270,,400000033194
400000033441,,"400000030897,400000030894"
400000028069,400000024237,"400000023678,400000030642"
400000026954,400000014788,"400000033110,400000030639,400000016877"
400000026639,,"400000030017,400000030314,400000009850"
400000027933,"400000016596,400000016081,400000016957,400000016080","400000016908,400000026157,400000022933,400000011107,400000015427"
400000027271,400000018695,400000023678
400000033652,,400000033573
400000032634,,"400000030894,400000031427,400000030897"
400000026569,,"400000027143,400000030165"
400000026462,400000013499,"400000009229,400000002831,400000021723,400000009931,400000021698,400000021558,400000033096,400000016407"
400000028827,400000027258,"400000030635,400000027144,400000025158,400000030344"
400000029005,,"400000015503,400000022452"
400000028831,,"400000030635,400000025158"
400000027124,400000027258,"400000030635,400000027144,400000025158,400000030344"
400000026342,,400000026704
400000033783,"400000033696,400000033693,400000033695,400000033694",400000033697
400000026976,,400000033573
400000026898,,"400000015222,400000021215"
400000033129,"400000031936,400000031937,400000031939,400000031938","400000033247,400000033245"
400000029479,400000020132,400000022278
400000029539,,"400000021249,400000021250"
400000027287,"400000019642,400000019681",
400000028945,"400000019681,400000019642",
400000030988,400000005764,
400000029486,"400000033785,400000033784,400000033786,400000033787","400000032570,400000031611,400000030895,400000031615,400000030894,400000031222,400000030946,400000030896,400000030945,400000021871,400000031520,400000032500,400000031920,400000032569,400000032568"
400000032665,,"400000032570,400000030897"
400000026464,400000013499,"400000009229,400000002831,400000021723,400000009931,400000021698,400000021558,400000033096,400000016407"
400000032432,,"400000031922,400000030894,400000032570,400000031427,400000030897,400000031104,400000031615,400000021871"
400000027307,400000026649,"400000029975,400000033101"
400000024404,,"400000030659,400000024602,400000024601,400000024174"
400000028851,,"400000015222,400000021215"
400000032430,,"400000031222,400000031615,400000030950"
400000026220,400000033800,400000018342
400000032666,,"400000032570,400000030897"
400000031069,"400000024047,400000024046","400000030894,400000030950,400000031222,400000030896,400000024649,400000030895,400000031615"
400000028824,400000030062,"400000030635,400000025158"
400000032682,"400000032478,400000032479,400000032480,400000032477",400000030896
400000026666,,400000022273
400000033413,,400000030896
400000028957,400000028961,"400000030641,400000025926"
400000030989,400000005764,
400000029542,,"400000021249,400000021250"
400000033446,,"400000031871,400000031931"
400000029007,,"400000015503,400000022452"
400000026543,"400000030369,400000020348,400000021556","400000015038,400000022452"
400000029503,,400000022452
400000026255,,400000024174
400000028843,,400000025158
400000029774,,"400000024174,400000024602,400000024601"
400000024285,400000024360,"400000030652,400000030648,400000030650,400000024602,400000024601,400000033383,400000024174"
400000032368,"400000024114,400000033198,400000033200,400000033201,400000031401,400000024116,400000024115,400000031399,400000033199,400000031458,400000031400","400000032318,400000033346,400000033187,400000031431,400000031615,400000030671,400000030673,400000031871,400000033185,400000033182,400000031931,400000030974,400000033191,400000031115,400000033241,400000030975,400000033720,400000033186,400000031587"
400000026655,,400000016210
400000027913,"400000016596,400000016081,400000016957,400000016080","400000016908,400000026157,400000022933,400000011107,400000015427"
400000032451,,"400000033346,400000031803,400000033187,400000031431,400000030671,400000030673,400000031871,400000033185,400000031931,400000031934,400000032978,400000033191,400000031115,400000031823,400000033186"
400000033279,,400000033194
400000032636,"400000031936,400000031937,400000031939,400000031938","400000031852,400000033245,400000032574,400000033246,400000031850,400000032562,400000033247,400000031851,400000031853"
400000028794,,"400000030017,400000009850,400000030165"
400000026536,400000018130,"400000021214,400000002831,400000021698"
400000031026,"400000031472,400000030669,400000030667,400000033319,400000030666","400000032258,400000031513,400000030971,400000031429,400000031511,400000030970,400000031514,400000031365,400000030949,400000031434,400000031512,400000031615,400000033720"
400000033251,,"400000033194,400000033195"
400000028544,400000023293,"400000013502,400000002831,400000021214"
400000032414,,"400000031932,400000031868,400000031867,400000031615,400000032908"
400000028546,400000013499,"400000002831,400000016407"
400000029549,,400000022373
400000026867,,"400000030638,400000021245"
400000026787,,"400000014982,400000021215"
400000027290,"400000019642,400000019681",
400000028847,400000012655,"200000001644,400000022273"
400000033656,,400000033573
400000033657,,400000033573
400000028584,400000013499,"400000002831,400000016407"
400000033275,,"400000033194,400000033195"
400000028466,400000012250,400000002831
400000031020,400000033051,"400000030887,400000030894,400000030907,400000031609,400000030897,400000031364,400000030886,400000031615"
400000028725,"400000032753,400000032752,400000032755,400000032754,400000018144","400000015427,400000022933,400000030612"
400000026528,400000018130,"400000033098,400000021214,400000002831,400000021698,400000021558"
400000026478,400000013499,"400000009229,400000002831,400000016407"
400000026628,"400000014786,400000015579","400000009850,400000030017,400000030314,400000014883,400000030165,400000033101,400000030021,400000012999"
400000030991,,"400000031460,400000033575,400000033573"
400000027280,"400000019642,400000019681",
400000032672,"400000031936,400000031937,400000031939,400000031938","400000031852,400000033245,400000032574,400000033246,400000031850,400000033704,400000032562,400000033247,400000031851,400000031853"
400000026477,400000013499,"400000009229,400000002831,400000016407"
400000030158,400000026649,"400000029975,400000033101"
400000031068,,"400000032500,400000030894,400000031222,400000032570,400000031611,400000031427,400000030896,400000030897,400000032568,400000030895,400000016173,400000031615,400000021871"
400000028966,400000028961,400000025926
400000026455,400000026217,400000026018
400000026285,400000024360,"400000030648,400000024602,400000024601,400000033383,400000024174"
400000027293,"400000019642,400000019681",
400000026508,,400000020431
400000033816,,"400000032686,400000032687"
400000030694,"400000024114,400000033198,400000033200,400000033201,400000024050,400000031401,400000024116,400000024115,400000031399,400000033199,400000031458,400000031400","400000032318,400000033346,400000033187,400000031431,400000031615,400000030671,400000030673,400000031871,400000033185,400000033182,400000031931,400000030974,400000033191,400000031115,400000033241,400000030975,400000033720,400000033186,400000031587"
400000026208,,"400000030646,400000019405,400000024601"
400000033660,,400000033573
400000032410,,"400000032108,400000031838,400000032581,400000032516,400000032121,400000033704,400000032151,400000033573,400000032577,400000032104"
400000033263,,400000033194
400000026558,"400000030385,400000022449","400000015038,400000022452"
400000033148,400000033051,
400000027903,"400000016596,400000016081,400000016957,400000016080","400000016908,400000026157,400000022933,400000015427"
400000032658,,400000030896
400000026205,"400000021431,400000020244",
400000032384,,"400000031520,400000032500,400000030894,400000030947,400000031222,400000032570,400000031612,400000030896,400000030897,400000032568,400000031615,400000021871"
400000033814,,"400000032686,400000032687"
400000028395,,400000002831
400000026592,400000020052,"400000030314,400000030165"
400000026746,400000014790,"400000025156,400000030640,400000021215"
400000031033,,"400000030894,400000031222,400000032570,400000031611,400000030896,400000030897,400000032568,400000030895,400000016173,400000031615,400000021871"
400000028758,400000018144,"400000015427,400000022933"
400000028240,400000025991,400000033101
400000031075,,"400000030894,400000030895,400000031817,400000031615"
400000033149,400000033051,
400000027222,400000027209,"400000029060,400000033102"
400000032376,"400000032292,400000031352,400000031351","400000031516,400000031346,400000031422,400000033632,400000031420,400000032259,400000031871,400000033722,400000031471,400000033182,400000031865,400000031864,400000033633,400000032870,400000031931,400000031870,400000033636,400000033721,400000033184,400000031929,400000031470,400000033720,400000033713,400000031802,400000033635,400000033181,400000031435"
400000028728,"400000032753,400000032752,400000032755,400000032754,400000018144","400000015427,400000022933,400000030612"
400000032662,,"400000011450,400000030894,400000030896,400000016173,400000021871"
400000032473,"400000031829,400000031827","400000032148,400000032684,400000032147"
400000026863,,400000021245
400000026607,"400000013848,400000026130,400000015579","400000009850,400000030017,400000030314,400000014883,400000030165,400000030021,400000012999,400000022453"
400000028854,,400000021215
400000028862,400000015226,"400000027147,400000021245"
400000032654,,"400000032570,400000030897,400000030894"
400000032379,"400000033785,400000033784,400000033786,400000033787","400000032570,400000031611,400000031615,400000030894,400000031222,400000030946,400000030896,400000030897,400000030945,400000016173,400000021871,400000031520,400000032500,400000031920,400000032569,400000032568"
400000029487,"400000029492,400000029494,400000029495,400000029493","400000032570,400000031611,400000030895,400000031615,400000030894,400000031222,400000030946,400000030896,400000030897,400000030945,400000016173,400000021871,400000032500,400000031427,400000031920,400000032569,400000032568"
400000031016,,"400000030887,400000030907,400000032570,400000030897,400000030886"
400000028835,,400000030635
400000028825,400000030062,"400000030635,400000025158"
400000029512,,400000025306
400000033504,,400000032908
400000028761,,"400000016908,400000026157,400000022933,400000015427"
400000027221,,400000022938
400000026270,400000026272,"400000030648,400000024153,400000030650,400000024601,400000024174"
400000028766,,"400000016908,400000026157,400000022933"
400000026282,,"400000030652,400000030648,400000030650,400000024601,400000024174"
400000026444,400000012250,"400000002831,400000033095"
400000028642,400000023293,"400000021214,400000002831,400000030165,400000013502"
400000033248,,"400000030973,400000033728,400000030972,400000031422,400000033632,400000033702,400000031420,400000031471,400000033722,400000033633,400000032870,400000033636,400000033721,400000031115,400000031470,400000033720,400000031802,400000033635,400000033181"
400000032628,,"400000032500,400000030950"
400000033432,,400000030896
400000028885,,"400000013502,400000002831,400000021214"
400000032428,,"400000030894,400000030950,400000031222,400000030896,400000031615"
400000030724,,400000030655
400000033249,,"400000031471,400000033722,400000031470,400000033636,400000031802,400000030973,400000033721,400000030972,400000031422,400000031420,400000031115,400000032870,400000033720"
400000032392,"400000024114,400000033198,400000033200,400000033201,400000024050,400000031401,400000024116,400000024115,400000031399,400000033199,400000031458,400000031400","400000033346,400000033187,400000031431,400000031615,400000030671,400000030673,400000031871,400000033185,400000033182,400000031931,400000030974,400000033191,400000031115,400000033241,400000030975,400000033720,400000033186"
400000033168,"400000030969,400000030967,400000030966,400000030968","400000032581,400000031846,400000032701,400000033545,400000032565,400000032578,400000032940,400000032868,400000032580,400000032566,400000033573,400000031847,400000033575,400000032516,400000032579,400000032517,400000031848,400000032556,400000031849,400000032703,400000032702,400000032563,400000032627"
400000028670,,"400000022933,400000002802"
400000028370,400000013499,"400000009229,400000002831,400000016407"
400000028809,,"400000030017,400000030314,400000009850"
400000027686,,"400000011450,400000030894,400000030896,400000030895,400000016173,400000031615,400000021871"
400000026232,,"400000024174,400000024602,400000024601"
400000026745,400000014790,"400000025156,400000030640,400000021215"
400000032667,,"400000032570,400000030897,400000030894"
400000033763,"400000033709,400000033710,400000033711,400000033712",400000033714
400000031014,400000031359,"400000030887,400000030894,400000030907,400000032570,400000030897,400000030886,400000031615"
400000032391,,"400000032260,400000030894,400000032570,400000031613,400000031427,400000030896,400000016173,400000031615,400000021871"
400000032393,"400000032292,400000031352,400000031351","400000033240,400000033346,400000030973,400000033728,400000031516,400000031346,400000033180,400000031422,400000033632,400000031420,400000032259,400000033703,400000031871,400000033722,400000031471,400000033182,400000033633,400000031518,400000032870,400000031931,400000033636,400000033721,400000033184,400000031929,400000031115,400000031470,400000033720,400000033713,400000031802,400000031515,400000033635,400000033181,400000033723,400000031435"
400000029511,,400000025306
400000027872,,"400000016908,400000022933"
400000028869,400000014788,"400000033110,400000030639,400000016877"
400000033451,,"400000031931,400000033186"
400000026504,400000013499,"400000009229,400000002831,400000021723,400000021558,400000016407"
400000027760,,"400000026157,400000022933,400000011107"
400000029467,,400000016210
400000028364,400000013499,"400000009229,400000002831,400000016407"
400000028812,,"400000030017,400000030314,400000009850"
400000026368,400000016149,400000025387
400000029497,"400000033759,400000027209",400000029060
400000029548,,400000021563
400000027059,400000015579,"400000009850,400000014883,400000030165,400000021698,400000030021,400000012999,400000022453"
400000028850,,400000021215
400000033748,400000033642,400000032005
400000026667,400000012655,400000022273
400000026275,400000024360,"400000030652,400000030648,400000024602,400000024601,400000024174"
400000027100,400000014786,"400000009850,400000014883,400000030165,400000030021,400000012999"
400000026265,,"400000017716,400000030652,400000030648,400000030650,400000033383,400000024601,400000024174"
400000026376,400000019407,
400000031017,,"400000030907,400000032570,400000031611,400000031615,400000030894,400000031222,400000030946,400000030896,400000030897,400000030886,400000030945,400000016173,400000021871,400000031427,400000030887,400000031920,400000032569,400000032568"
400000026674,"200000001110,400000012655","200000001644,400000022273"
400000028805,,"400000030017,400000030314,400000009850"
400000032361,"400000031438,400000031935,400000032976,400000031442,400000031439,400000031444,400000031440,400000032977,400000031441,400000031437,400000031443,400000032975,400000032348,400000032974","400000031837,400000032581,400000031840,400000031971,400000031844,400000032104,400000031836,400000032108,400000031838,400000032557,400000031841,400000032873,400000031977,400000031842,400000031843,400000033704,400000033573,400000032577,400000031839,400000031978,400000032516,400000032874,400000031976,400000032576,400000032150,400000032872,400000031979,400000032121,400000032875,400000032151"
400000016771,400000023293,"400000021214,400000030314,400000002831,400000030165,400000013502,400000030313,400000021558"
400000028175,400000025991,400000033101
400000028464,,"400000013502,400000002831"
400000028174,400000025991,400000033101
400000026507,,400000020431
400000028135,400000024237,"400000023678,400000030642"
400000029034,,400000018149
400000026654,,400000016210
400000032468,"400000031829,400000031827","400000032148,400000032684,400000032147"
400000033283,,"400000033194,400000033195"
400000026861,,400000021245
400000032387,,"400000032106,400000032570,400000031087,400000031615,400000030894,400000031222,400000030946,400000030896,400000030897,400000031673,400000016173,400000021871,400000031520,400000032500,400000030947,400000032105,400000031612,400000032569,400000032568"
400000026392,,"400000033097,400000002831,400000011759"
400000028968,400000024237,400000023678
400000029051,,"400000027143,400000030165"
400000026214,"400000021431,400000020244",
400000027764,,400000022933
400000028350,,"400000033097,400000002831,400000011759,400000020431"
400000026236,,"400000024174,400000024601"
400000032371,,"400000030896,400000031817,400000031615"
400000029996,200000001638,
400000030986,400000005764,
400000033433,,400000030896
400000026804,400000014788,"400000033110,400000021432,400000030639,400000016877,400000020379"
400000026589,400000020052,"400000030314,400000030165"
400000026277,400000024360,"400000030648,400000024602,400000024601,400000033383,400000024174"
400000030980,,"400000030061,400000030346"
400000026553,,"400000021214,400000002831,400000030165,400000013502"
400000026267,400000019127,"400000017716,400000030652,400000030648,400000030650,400000033383,400000024601,400000024174"
400000026254,,400000024174
400000033154,,"400000031838,400000032581,400000032121,400000032516,400000032577,400000032104"
400000026670,400000012655,"200000001644,400000022273"
400000032408,,"400000032108,400000031838,400000032581,400000032516,400000032121,400000033704,400000032151,400000033573,400000032577,400000032104"
400000026895,400000019459,400000021215
400000028779,,400000016908
400000031066,,"400000030894,400000030895,400000031615"
400000028071,400000024237,"400000023678,400000030642"
400000026371,,400000024601
400000026903,,400000022448
400000027871,,"400000016908,400000022933,400000011107"
400000032471,"400000031829,400000031827","400000032148,400000032684,400000032147"
400000033281,,400000033194
400000029483,,"400000011450,400000030894,400000016173,400000032570,400000013494,400000030896,400000032257,400000030895,400000031615,400000021871"
400000028768,,"400000026157,400000022933"
400000033124,"400000031936,400000031937,400000031939,400000031938","400000033247,400000033245,400000033246"
400000026913,400000020351,400000022448
400000026472,400000013499,"400000009229,400000002831,400000009931,400000021698,400000021558,400000033096,400000016407"
400000030983,"400000031668,400000032840,400000032842,400000030962,400000031873,400000032839,400000032841","400000032581,400000031846,400000033545,400000032565,400000032578,400000032940,400000031985,400000032868,400000032580,400000032566,400000033573,400000031847,400000031987,400000031986,400000033575,400000031984,400000032516,400000032579,400000032517,400000031848,400000032556,400000031849,400000032563"
400000032475,"400000031829,400000031827","400000032148,400000032684,400000032147"
400000028956,400000028961,400000025926
400000028644,"400000016596,400000016081,400000016957,400000016080,400000025604","400000016908,400000026157,400000022933,400000015427"
400000033256,,"400000033194,400000033195"
400000026780,,400000014982
400000028886,400000023293,"400000013502,400000002831,400000021214"
400000027261,400000018136,
400000032396,"400000032292,400000031352,400000031351","400000033240,400000030973,400000033728,400000031516,400000031346,400000033180,400000033732,400000031422,400000033632,400000033702,400000032259,400000033703,400000031420,400000031615,400000031871,400000033722,400000031471,400000033182,400000033633,400000031518,400000032870,400000031931,400000033636,400000033721,400000033184,400000031929,400000031115,400000031470,400000033720,400000033713,400000031802,400000031515,400000033635,400000033181,400000033723,400000031435"
400000033164,"400000031099,400000031102,400000031100,400000031101,400000032115","400000033719,400000033359,400000033244,400000033361,400000033651,400000033360,400000033338"
400000033207,,"400000033185,400000030671,400000030673"
400000028682,,"400000016908,400000022933"
400000026401,400000012992,"400000021214,400000002831"
400000032461,,"400000031932,400000031803,400000031823,400000032908"
400000027763,,400000022933
400000026424,400000012250,"400000002831,400000033095"
400000027239,400000027209,"400000029060,400000033102"
400000032413,,"400000032108,400000031838,400000032581,400000032516,400000032121,400000032577,400000032104"
400000033131,"400000031936,400000031937,400000031939,400000031938","400000031852,400000033245,400000032574,400000033246,400000031850,400000033247,400000031851,400000031853"
400000028582,400000013499,"400000002831,400000016407"
400000033514,"400000032171,400000031502","400000032942,400000032009"
400000027268,400000018695,400000023678
400000033617,400000033513,
400000026224,400000019122,400000024601
400000033661,,400000033573
400000026294,,"400000024174,400000024601"
400000026597,400000015579,"400000009850,400000030017,400000030314,400000030165,400000030021,400000012999"
400000029766,"400000030269,400000023506",
400000027285,"400000019642,400000019681",
400000026341,,400000026704
400000033749,400000033642,400000032005
400000031018,400000033051,"400000030887,400000030894,400000031222,400000030907,400000031609,400000030897,400000031364,400000030886,400000031615"
400000026621,"400000014786,400000030271,400000015579","400000009850,400000030017,400000030314,400000030165,400000030021,400000012999,400000022453"
400000028955,400000028961,"400000030641,400000025926"
400000033423,,400000030896
400000028680,,"400000016908,400000022933"
400000029480,,"400000011450,400000030894,400000023989,400000030896,400000030895,400000016173,400000031615,400000021871"
400000028375,400000013499,"400000009229,400000002831,400000016407"
400000029777,,400000021766
400000028397,,400000002831
400000033756,400000033642,400000032005
400000033419,,400000030896
400000029770,"400000030269,400000023506",
400000033265,,400000033194
400000033751,400000033642,400000032005
400000033744,400000033642,400000032005
400000028133,400000024237,"400000023678,400000030642"
400000028467,,"400000033097,400000002831,400000011759"
400000026549,400000023293,"400000021214,400000030314,400000002831,400000030165,400000013502,400000030313,400000021558"
400000027766,,400000022933
400000026402,400000012992,"400000021214,400000002831"
400000026228,400000019123,"400000022503,400000024601"
400000029517,,"400000024343,400000024345,400000024344,400000024346"
400000033435,,400000030896
400000028675,,"400000022933,400000002802"
400000026555,400000023293,"400000021214,400000002831,400000030165,400000013502"
400000026864,,"400000020048,400000027147,400000021245"
400000029762,"400000030269,400000023506",
400000026344,,400000026704
400000031077,,"400000030894,400000030895,400000031817,400000031615"
400000028511,400000012250,"400000002831,400000033095"
400000028744,"400000016596,400000016081,400000016957,400000016080,400000025604","400000016908,400000026157,400000022933,400000015427"
400000026419,400000012250,"400000002831,400000033095"
400000026256,,400000024174
400000029484,,"400000011450,400000030894,400000016173,400000032570,400000013494,400000030896,400000032257,400000030895,400000031615,400000021871"
400000026556,400000023293,"400000021214,400000030314,400000002831,400000030165,400000013502,400000030313,400000021558"
400000027802,"400000032753,400000032752,400000032755,400000032754","400000030612,400000016908,400000026157,400000022933,400000011107,400000015427"
400000032372,,"400000030896,400000031817"
400000026367,400000016149,400000025387
400000026775,400000023608,"200000001644,400000022273"
400000026241,,"400000024174,400000024601"
400000032464,"400000031829,400000031827","400000032148,400000032684,400000032147"
400000028836,,"400000030635,400000025158"
400000026677,,"400000025156,400000030640,400000021215"
400000033764,"400000033709,400000033710,400000033711,400000033712",400000033714
400000026801,400000014788,"400000033110,400000021432,400000030639,400000016877,400000020379"
400000033396,,400000030896
400000032420,400000024192,"400000031932,400000031868,400000031867,400000032908"
400000032354,"400000032831,400000024198,400000032833,400000032832","400000033240,400000033346,400000030973,400000033728,400000030972,400000031516,400000031346,400000033180,400000031422,400000033632,400000031420,400000033703,400000032259,400000031871,400000033722,400000031471,400000033182,400000033633,400000031518,400000032870,400000031931,400000033636,400000033721,400000033184,400000031929,400000031115,400000031470,400000033720,400000033713,400000031802,400000031515,400000033635,400000033181,400000033723,400000031435"
400000031021,,"400000030887,400000030894,400000030907,400000032570,400000030897,400000030886,400000031615"
400000026644,,"400000029975,400000021558,400000024837,400000033101"
400000026888,,400000021215
400000026966,400000015224,
400000026782,,"400000016595,400000014982"
400000026550,400000023293,"400000021214,400000002831,400000030165,400000013502"
400000033277,,"400000033194,400000033195"
400000028693,,"400000016908,400000026157,400000022933,400000015427"
400000026630,,"400000030017,400000009850,400000030165"
400000033767,"400000033709,400000033710,400000033711,400000033712",400000033714
400000032660,,"400000032570,400000016173,400000031427"
400000026627,"400000014786,400000015579","400000009850,400000030017,400000030314,400000014883,400000030165,400000033101,400000030021,400000012999"
400000032426,,"400000033240,400000030973,400000033728,400000031346,400000033180,400000033732,400000031422,400000033632,400000033702,400000033703,400000031420,400000031615,400000031871,400000033722,400000031471,400000033182,400000033633,400000031518,400000032870,400000031931,400000033636,400000033721,400000033184,400000031929,400000031115,400000031470,400000033720,400000033713,400000031802,400000033635,400000033181,400000033723,400000031435"
400000029522,,"400000019830,400000019829,400000019827,400000024601,400000019828,400000024174"
400000031436,"400000031472,400000030669,400000030667,400000033319,400000030666","400000032258,400000031513,400000031366,400000031429,400000031511,400000030970,400000031514,400000031365,400000030949,400000031434,400000031512,400000033720"
400000027098,"400000014786,400000015579","400000009850,400000014883,400000030165,400000030021,400000012999"
400000032409,,"400000032108,400000031838,400000032581,400000032516,400000032121,400000033704,400000032151,400000033573,400000032577,400000032104"
400000026206,,"400000018346,400000024601"
400000033663,,400000033245
400000029543,,400000021563
400000033422,,400000030896
400000033670,,"400000032148,400000032147"
400000032404,"400000031438,400000031935,400000032976,400000031442,400000031439,400000031444,400000031440,400000032977,400000031441,400000031437,400000031443,400000032975,400000032348,400000032974","400000031837,400000032581,400000031840,400000031971,400000031844,400000032104,400000031836,400000032108,400000031838,400000032557,400000031841,400000032873,400000031977,400000031842,400000031843,400000033704,400000033573,400000032577,400000031839,400000031978,400000032516,400000032874,400000031976,400000032576,400000032150,400000032872,400000031979,400000032121,400000032875,400000032151"
400000031008,,"400000030887,400000032500,400000031520,400000030947,400000030907,400000032570,400000031612,400000030896,400000030897,400000032568,400000030886,400000031615,400000021871"
400000027761,,"400000016908,400000026157,400000022933,400000011107"
400000026653,,400000016210
400000027247,"400000022692,400000022693,400000020452,400000022694",
400000032400,"400000030969,400000030967,400000030966,400000030968","400000032581,400000031846,400000032701,400000033545,400000032565,400000032578,400000032940,400000032868,400000032580,400000032566,400000033573,400000031847,400000033575,400000032516,400000032579,400000032517,400000031848,400000032556,400000031849,400000032703,400000032702,400000032563,400000032627"
400000027272,400000018695,400000023678
400000028803,,"400000030017,400000030314,400000009850"
400000033655,,400000033573
400000026831,,400000021215
400000032406,"400000031924,400000031926,400000032968,400000032970,400000031927,400000032969,400000031925","400000031837,400000033580,400000032581,400000031840,400000031844,400000032104,400000031836,400000032108,400000031838,400000031841,400000031842,400000031843,400000033579,400000033573,400000032577,400000031839,400000033575,400000032516,400000032576,400000032150,400000032121,400000033578,400000032629,400000032151,400000033581"
400000027220,,400000022938
400000028126,400000024237,"400000023678,400000030642"
400000026471,400000013499,"400000009229,400000002831,400000009931,400000021698,400000021558,400000033096,400000016407"
400000032459,400000031360,"400000030894,400000031923,400000032908"
400000026533,400000018130,"400000021214,400000015038,400000002831,400000021558"
400000027230,"400000033759,400000027209","400000029060,400000033102"
400000029504,,400000022452
400000024042,"400000024047,400000024046","400000030894,400000030950,400000031222,400000030896,400000030897,400000024649,400000030895"
400000030987,400000005764,
400000026348,,"400000030655,400000026704"
400000033792,,400000033698
400000026600,400000015579,"400000009850,400000030017,400000030314,400000014883,400000030165,400000030021,400000012999,400000022453"
400000026447,400000012992,"400000021214,400000015038,400000002831,400000021698,400000033095"
400000026466,400000013499,"400000009229,400000002831,400000021723,400000009931,400000021698,400000021558,400000033096,400000016407"
400000028798,"400000014786,400000015579","400000009850,400000014883,400000030165,400000030021,400000012999"
400000033421,,400000030896
400000032631,,"400000031923,400000032908"
400000027762,,400000022933
400000028830,400000027258,"400000030635,400000027144,400000025158,400000030344"
400000026902,,400000021215
400000026601,"400000015579,400000030330","400000009850,400000030017,400000030314,400000014883,400000030165,400000030021,400000012999"
400000029510,,400000025306
400000026626,"400000014786,400000015579","400000009850,400000030017,400000030314,400000014883,400000030165,400000033101,400000030021,400000012999"
400000026906,,400000022448
400000026222,400000033800,400000018342
400000028509,400000012250,"400000002831,400000033095"
400000028948,"400000019681,400000019642",
400000026958,,400000022448
400000028848,"200000001110,400000012655","200000001644,400000022273"
400000027106,400000023293,"400000021214,400000002831,400000030165,400000013502"
400000032657,,400000030894
400000026500,400000013499,"400000009229,400000002831,400000016407"
400000026682,,"400000025156,400000030640,400000021215"
400000033176,,"400000032516,400000032581"
400000026474,400000013499,"400000009229,400000002831,400000009931,400000021558,400000016407"
400000027267,400000018695,400000023678
400000027874,,"400000016908,400000022933"
400000033616,400000033513,
400000032431,"400000031550,400000031548,400000031549,400000030295","400000031871,400000031203,400000032258,400000031429,400000031931,400000031510,400000031204,400000030949,400000031434,400000033185,400000031206,400000031205,400000033720"
400000027223,400000027209,400000029060
400000029502,,400000022452
